State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
68 557.5675 0.0023159040 0.0009 -0.0116 0.0059 0.033095 2.432129 2.760869 0.000373 0.0519
69 557.8430 0.0000980049 0.0024 0.0010 -0.0007 0.006806 2.380157 3.598242 0.000336 0.0452
70 557.9711 0.0001905100 -0.0021 -0.0028 0.0013 0.009489 2.203085 2.900835 0.000462 0.0802
71 559.5709 0.0057214856 0.0129 -0.0119 0.0104 0.051925 2.472012 2.577835 0.001288 0.2780
72 560.5620 0.0034523621 -0.0044 0.0097 0.0118 0.040299 2.641064 2.756406 0.000421 0.1251
73 560.9971 0.0041665503 -0.0046 0.0168 -0.0000 0.044255 2.643211 2.782689 0.001013 0.1807
74 561.4459 0.0038877006 -0.0086 0.0105 -0.0099 0.042731 2.280047 3.054809 0.001013 0.1572
75 561.8341 0.0003804972 0.0001 -0.0041 -0.0033 0.013364 2.678168 3.266517 0.000171 0.1137
76 562.2728 0.0009065248 -0.0055 0.0059 -0.0009 0.020619 2.452988 3.109018 0.000685 0.0802
77 562.4632 0.0019736688 -0.0051 -0.0045 0.0099 0.030419 2.842398 3.148106 0.000147 0.0784
78 562.7813 0.0013799580 0.0075 0.0018 0.0063 0.025428 2.647965 3.369938 0.000148 0.0913
79 562.9953 0.0022628020 -0.0040 0.0119 0.0027 0.032555 2.789256 3.279606 0.000945 0.1181
80 564.3537 0.0042965381 -0.0005 0.0176 -0.0015 0.044806 2.699887 3.188049 0.001293 0.2093
81 565.0836 0.0016895640 -0.0063 -0.0074 -0.0053 0.028079 2.725235 3.007668 0.000235 0.0997
82 565.4923 0.0020867112 -0.0094 -0.0030 -0.0072 0.031194 2.623326 2.733911 0.000923 0.1351
83 565.8879 0.0015087711 0.0056 -0.0086 0.0017 0.026515 2.520704 2.900777 0.000220 0.0850
84 566.3788 0.0020220913 0.0014 0.0022 0.0118 0.030683 2.776221 2.945706 0.000719 0.1615
85 566.6477 0.0002480410 0.0009 -0.0002 -0.0041 0.010744 2.752523 2.916131 0.000305 0.1088
86 567.0576 0.0012832351 -0.0042 -0.0020 0.0084 0.024428 2.903568 3.310452 0.000740 0.0771
87 567.2774 0.0006409642 -0.0024 0.0028 -0.0057 0.017261 2.707802 2.989724 0.000584 0.0889
88 567.4350 0.0012586846 0.0085 -0.0022 0.0036 0.024185 2.995427 3.207660 0.001082 0.1514
89 567.6386 0.0041820863 0.0113 0.0080 0.0105 0.044077 2.828704 3.098185 0.000942 0.1380
90 568.6813 0.0038167741 0.0149 0.0058 -0.0043 0.042069 2.568910 2.802423 0.000794 0.1510
91 568.7879 0.0005124748 0.0005 -0.0013 -0.0059 0.015414 2.686762 3.516278 0.000724 0.0716
92 569.2803 0.0012500952 0.0091 0.0012 -0.0021 0.024064 2.882644 3.381690 0.001107 0.1720
93 569.9196 0.0003070970 -0.0009 -0.0009 -0.0045 0.011920 2.890105 3.307143 0.000587 0.0801
94 570.0160 0.0002202311 0.0027 0.0001 0.0029 0.010094 2.962087 3.426159 0.000146 0.0764
95 570.0165 0.0024098547 -0.0104 -0.0057 -0.0055 0.033389 2.574138 2.676818 0.001572 0.2126
96 570.8019 0.0017648823 0.0074 0.0076 0.0036 0.028554 2.363243 2.814913 0.001248 0.1588
97 570.9184 0.0009969795 -0.0039 -0.0053 -0.0053 0.021459 2.069309 2.973730 0.000623 0.1147
98 572.1220 0.0007365734 0.0020 0.0066 0.0023 0.018425 2.849351 3.031352 0.001391 0.1145
99 572.8082 0.0010653511 0.0070 0.0045 0.0026 0.022146 2.894145 3.081147 0.000872 0.1310
100 573.2620 0.0005817225 0.0001 -0.0050 0.0040 0.016358 2.811884 3.081582 0.000866 0.0981
101 573.9570 0.0023131613 -0.0099 0.0043 -0.0070 0.032600 2.800876 2.944113 0.001447 0.1479
102 574.1156 0.0007414514 0.0070 0.0018 0.0006 0.018454 2.167998 2.355028 0.000967 0.1375
103 574.5048 0.0001290025 0.0024 0.0015 0.0011 0.007695 2.603491 2.716265 0.000800 0.1125
104 575.2210 0.0001832820 -0.0010 0.0021 -0.0027 0.009166 2.379827 3.080216 0.000329 0.0773
105 575.6294 0.0000457537 0.0010 0.0014 0.0007 0.004578 1.727881 4.050735 0.000289 0.0173
106 575.9624 0.0000573163 -0.0015 -0.0012 -0.0007 0.005123 2.029628 3.261358 0.000208 0.0409
107 576.5544 0.0004888206 0.0003 0.0059 0.0002 0.014952 2.634304 3.081845 0.000619 0.0824
108 577.8704 0.0017886358 0.0013 0.0048 0.0101 0.028569 2.595244 2.893294 0.000766 0.0725
109 578.9662 0.0002545165 -0.0003 0.0037 0.0021 0.010767 2.225245 2.714600 0.001536 0.1106
110 579.4883 0.0005454084 -0.0024 -0.0054 -0.0020 0.015754 2.236231 2.294738 0.001688 0.1213
111 581.3890 0.0022417130 0.0057 0.0034 0.0107 0.031887 2.660374 2.783958 0.002155 0.1195
112 582.4925 0.0002607923 0.0003 0.0029 -0.0031 0.010866 2.436406 3.171999 0.000906 0.1120
113 583.0782 0.0005211499 0.0018 0.0027 0.0051 0.015352 2.442110 2.843577 0.001698 0.1192
114 583.8092 0.0035668739 -0.0102 0.0024 -0.0118 0.040139 2.586251 2.875936 0.001778 0.1215
115 583.9838 0.0013700277 0.0032 -0.0092 -0.0011 0.024872 2.577351 3.519583 0.000742 0.0545
116 584.6777 0.0013650041 -0.0030 0.0066 -0.0065 0.024812 2.603918 2.910020 0.001806 0.1072
117 585.0380 0.0023217756 0.0082 -0.0011 0.0096 0.032350 2.846702 3.392210 0.001416 0.0836
118 585.4595 0.0051811731 0.0025 0.0188 0.0012 0.048308 2.225170 2.278361 0.003581 0.1853
119 585.8068 0.0002738430 0.0024 -0.0036 0.0004 0.011103 2.058140 2.990462 0.000451 0.1048
120 587.6398 0.0025901965 -0.0070 0.0106 -0.0043 0.034093 2.712187 3.230303 0.001410 0.0872
121 587.9311 0.0028933551 0.0025 0.0122 -0.0067 0.036024 2.315648 2.727750 0.001365 0.0858
122 588.7811 0.0004242547 -0.0023 0.0036 0.0034 0.013784 2.243082 2.547553 0.000854 0.0766
123 589.4429 0.0003743411 0.0050 0.0010 0.0006 0.012941 2.127750 2.415303 0.000828 0.0908
124 590.6105 0.0004261343 0.0015 -0.0044 -0.0028 0.013794 2.288660 2.625698 0.000664 0.0723
125 591.4613 0.0014616607 -0.0034 0.0093 0.0017 0.025528 2.295231 2.464095 0.001415 0.1129
126 591.9217 0.0015050869 -0.0015 -0.0099 0.0019 0.025894 2.784206 3.190742 0.000620 0.0810
127 592.3049 0.0001095349 0.0026 -0.0008 -0.0006 0.006983 2.572462 3.535079 0.000332 0.0283
128 592.5006 0.0003131363 0.0040 0.0010 -0.0022 0.011805 2.807067 3.188989 0.000117 0.0403
129 593.2182 0.0018788593 -0.0046 0.0104 -0.0008 0.028900 2.724131 2.913960 0.000686 0.0439
130 593.7320 0.0002434627 0.0030 -0.0001 -0.0027 0.010399 2.535474 3.438914 0.001108 0.0885
131 594.1662 0.0008527539 -0.0064 0.0039 0.0015 0.019454 2.747600 2.936038 0.001248 0.1116
132 594.7694 0.0005936467 -0.0033 0.0051 -0.0019 0.016223 1.745019 3.645707 0.000304 0.0432
133 595.1302 0.0000739542 -0.0018 0.0006 0.0012 0.005724 1.458748 3.658319 0.000084 0.0141
134 596.2608 0.0024399949 -0.0079 -0.0027 -0.0098 0.032850 2.083788 2.176845 0.000841 0.1368
135 597.8709 0.0001840604 -0.0024 0.0026 -0.0006 0.009010 2.000934 3.282461 0.000541 0.0985
136 598.5769 0.0000490447 -0.0001 0.0012 -0.0014 0.004648 2.051909 3.467300 0.000557 0.0736
137 599.1961 0.0001675122 -0.0014 0.0029 0.0010 0.008586 2.256273 3.696358 0.000178 0.0266
138 599.5812 0.0040809054 0.0054 0.0102 0.0121 0.042365 2.386775 2.481439 0.001015 0.1352
139 599.9226 0.0003538028 -0.0027 0.0001 -0.0041 0.012471 2.519742 3.400944 0.000480 0.1169
140 600.9556 0.0015398283 0.0072 0.0010 0.0072 0.025994 2.452093 2.554208 0.000090 0.0924
141 601.4603 0.0007958956 0.0051 0.0022 -0.0048 0.018680 2.067996 3.261507 0.000292 0.0716
142 601.9769 0.0025448408 -0.0020 0.0130 -0.0001 0.033388 2.427807 2.918002 0.001439 0.2071
143 604.2681 0.0026496705 0.0029 0.0100 -0.0084 0.034004 2.984810 3.228755 0.001558 0.1317
144 604.7115 0.0001073535 -0.0026 -0.0001 0.0006 0.006842 2.793707 2.990110 0.000712 0.0739
145 605.6931 0.0026683037 0.0085 -0.0043 -0.0095 0.034084 2.360824 2.598458 0.000406 0.0842
146 607.1283 0.0000534264 -0.0011 -0.0014 0.0006 0.004817 2.193707 3.479056 0.000169 0.0248
147 608.5096 0.0006194185 0.0032 -0.0020 0.0052 0.016384 1.970960 3.012859 0.000683 0.1125
148 609.4366 0.0001278467 0.0020 0.0013 -0.0017 0.007438 2.686521 2.878295 0.000395 0.0581
149 609.7772 0.0033662845 0.0071 -0.0129 0.0029 0.038154 2.046866 2.167243 0.002180 0.2390
150 610.5556 0.0019981220 0.0048 -0.0102 0.0027 0.029377 2.890978 3.268238 0.000555 0.0761
