State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
49 1052.8085 0.0001638523 -0.0015 -0.0019 0.0007 0.006406 2.653466 2.961966 0.000168 0.0187
50 1053.9241 0.0000187238 -0.0005 -0.0002 0.0007 0.002164 1.371508 3.173164 0.000041 0.0049
51 1055.1591 0.0000035778 0.0001 0.0003 0.0002 0.000946 0.800577 3.299039 0.000011 0.0015
52 1055.8398 0.0012591171 0.0005 0.0001 0.0070 0.017733 2.455004 2.710371 0.000021 0.0031
53 1056.1309 0.0000492740 0.0001 -0.0002 0.0014 0.003508 2.850166 3.116061 0.000027 0.0044
54 1056.8644 0.0021655038 0.0011 -0.0003 0.0091 0.023245 2.054054 2.286198 0.000064 0.0074
55 1057.7214 0.0008180812 0.0008 -0.0015 0.0054 0.014281 1.581582 2.749671 0.000048 0.0045
56 1059.3455 0.0000472860 -0.0012 0.0001 -0.0005 0.003431 0.974346 3.128002 0.000087 0.0084
57 1059.9316 0.0007210457 -0.0032 0.0040 0.0011 0.013394 1.206409 1.223997 0.000324 0.0303
58 1061.2390 0.0000037048 0.0002 -0.0001 -0.0003 0.000959 1.149285 3.083489 0.000058 0.0063
59 1061.9652 0.0000227853 0.0009 0.0000 0.0002 0.002379 1.482888 3.085643 0.000045 0.0050
60 1062.9209 0.0000154792 -0.0000 0.0001 0.0008 0.001960 1.386097 3.157145 0.000008 0.0018
61 1072.3874 0.0000014917 -0.0002 -0.0002 -0.0000 0.000606 0.683059 4.230332 0.000003 0.0012
62 1078.2091 0.0000559285 -0.0011 -0.0010 0.0001 0.003698 0.825951 4.065580 0.000061 0.0093
63 1080.3768 0.0000260783 -0.0009 -0.0003 0.0002 0.002523 0.650036 3.216669 0.000035 0.0093
64 1081.7613 0.0058392674 -0.0121 -0.0086 -0.0001 0.037728 1.243226 1.276690 0.000716 0.1528
65 1082.5194 0.0001344270 -0.0020 -0.0009 0.0003 0.005722 0.862102 3.102307 0.000113 0.0232
66 1082.7653 0.0005431154 0.0038 0.0025 0.0000 0.011501 1.090025 3.034417 0.000226 0.0451
67 1085.9940 0.0000358737 0.0008 -0.0007 -0.0003 0.002951 1.508910 3.128131 0.000031 0.0040
68 1088.3379 0.0000571045 -0.0010 -0.0011 -0.0002 0.003720 1.514285 3.103026 0.000086 0.0169
69 1090.7673 0.0003884224 0.0022 -0.0031 -0.0001 0.009690 0.869865 3.137317 0.000038 0.0054
70 1091.0574 0.0133668695 0.0127 -0.0184 -0.0013 0.056839 0.903404 0.911885 0.000196 0.0249
71 1092.2349 0.0000196994 0.0002 -0.0008 0.0001 0.002181 1.453293 3.114965 0.000024 0.0038
72 1092.7356 0.0000325768 0.0003 -0.0010 0.0002 0.002804 1.444002 3.131574 0.000027 0.0031
73 1106.0198 0.0068310298 0.0004 0.0013 -0.0158 0.040357 0.702731 0.713858 0.000006 0.0078
74 1111.4513 0.0000086225 0.0003 0.0000 0.0005 0.001430 0.873991 4.310778 0.000008 0.0021
75 1113.5940 0.0001194075 0.0016 0.0013 -0.0003 0.005317 0.797860 3.124582 0.000010 0.0073
76 1114.0501 0.0000006220 -0.0000 -0.0001 0.0001 0.000384 0.775671 4.419572 0.000001 0.0002
77 1114.8020 0.0001976689 0.0025 0.0011 -0.0001 0.006838 1.924725 3.181131 0.000018 0.0125
78 1115.0272 0.0000185288 0.0003 0.0005 -0.0005 0.002093 1.395726 3.226122 0.000009 0.0034
79 1115.4231 0.0007858515 0.0050 0.0020 -0.0001 0.013630 2.148989 3.035361 0.000021 0.0178
80 1115.9254 0.0000394707 0.0005 0.0007 -0.0008 0.003054 2.363248 3.175377 0.000007 0.0048
81 1116.1668 0.0000166317 -0.0006 -0.0001 -0.0004 0.001982 2.440371 3.212803 0.000010 0.0028
82 1118.4054 0.0000084478 0.0005 0.0002 0.0002 0.001411 1.638778 3.157761 0.000009 0.0020
