State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
78 1056.6716 0.0000283519 0.0008 0.0002 -0.0006 0.002660 0.886467 3.179870 0.000009 0.0013
79 1057.9385 0.0000037258 -0.0003 -0.0002 0.0000 0.000964 0.852278 3.298342 0.000018 0.0032
80 1058.5726 0.0001823194 0.0013 0.0013 0.0019 0.006739 2.117831 3.267654 0.000225 0.0197
81 1058.8061 0.0004646337 -0.0026 -0.0021 -0.0026 0.010757 2.028342 2.289381 0.000339 0.0322
82 1059.6602 0.0000143393 -0.0000 -0.0005 -0.0006 0.001889 1.005914 3.659896 0.000070 0.0065
83 1061.3413 0.0000034092 -0.0003 0.0001 -0.0001 0.000920 0.767649 3.717566 0.000022 0.0018
84 1061.9935 0.0000054428 0.0004 0.0001 0.0002 0.001163 1.466088 3.740118 0.000028 0.0024
85 1077.9285 0.0000292628 -0.0006 0.0008 -0.0003 0.002676 0.736070 3.159009 0.000053 0.0104
86 1078.9293 0.0000433012 -0.0008 0.0010 -0.0000 0.003253 0.857039 3.414007 0.000098 0.0152
87 1079.6205 0.0000989214 -0.0007 0.0017 0.0005 0.004915 0.958716 3.175209 0.000105 0.0181
88 1080.7208 0.0039828408 0.0069 -0.0101 -0.0010 0.031174 1.116691 1.131347 0.000734 0.1461
89 1082.0825 0.0000626061 0.0010 -0.0012 0.0002 0.003906 1.340949 3.533408 0.000122 0.0234
90 1082.4235 0.0000155952 -0.0002 0.0006 0.0005 0.001949 1.340564 3.005589 0.000052 0.0113
91 1082.5924 0.0000093369 0.0002 -0.0004 -0.0004 0.001508 0.850056 3.389946 0.000039 0.0079
92 1083.7192 0.0000288226 -0.0005 -0.0001 -0.0009 0.002648 0.831698 3.590140 0.000030 0.0057
93 1084.4422 0.0000440334 0.0010 -0.0005 0.0006 0.003272 0.842685 3.289993 0.000055 0.0083
94 1085.0602 0.0000497784 -0.0010 0.0009 0.0003 0.003478 0.873459 3.198699 0.000069 0.0125
95 1085.3588 0.0000064920 -0.0000 -0.0004 -0.0003 0.001256 1.001178 4.186961 0.000027 0.0055
96 1086.0891 0.0000179961 -0.0006 0.0001 -0.0005 0.002090 0.919815 3.756470 0.000050 0.0086
97 1088.4916 0.0000623851 -0.0012 -0.0006 -0.0008 0.003888 1.368088 3.193261 0.000031 0.0032
98 1088.6024 0.0001260851 -0.0008 -0.0009 -0.0018 0.005527 1.431531 4.037490 0.000028 0.0055
99 1089.5031 0.0144588108 0.0107 0.0079 0.0191 0.059157 0.819739 0.835790 0.000180 0.0224
100 1092.4498 0.0000010530 0.0002 -0.0000 0.0001 0.000504 0.645671 3.734195 0.000011 0.0014
101 1109.5550 0.0066672939 0.0018 0.0138 -0.0072 0.039806 1.067908 1.079947 0.000053 0.0413
102 1109.9277 0.0087554879 0.0145 -0.0098 -0.0039 0.045609 1.183357 1.190419 0.000077 0.0606
103 1115.4072 0.0000427161 -0.0009 0.0008 0.0003 0.003178 2.041790 3.558421 0.000008 0.0041
104 1115.6520 0.0000118079 -0.0003 -0.0006 -0.0001 0.001671 2.390788 3.645109 0.000007 0.0029
105 1115.8334 0.0000341406 0.0008 -0.0006 -0.0005 0.002840 2.145788 3.610157 0.000010 0.0069
106 1115.9806 0.0000052253 0.0000 -0.0002 0.0004 0.001111 2.069829 3.479584 0.000014 0.0042
107 1116.3921 0.0000073508 -0.0002 0.0002 0.0004 0.001318 3.319353 3.645476 0.000008 0.0018
108 1116.5398 0.0000032532 -0.0000 -0.0002 -0.0003 0.000877 3.485956 3.792041 0.000008 0.0027
109 1116.8349 0.0000094243 -0.0002 -0.0000 -0.0005 0.001492 1.286582 3.167710 0.000012 0.0033
110 1116.9582 0.0000006867 -0.0001 0.0001 -0.0000 0.000403 2.531987 3.624587 0.000004 0.0020
111 1117.3367 0.0000101012 -0.0006 -0.0000 -0.0001 0.001544 2.210324 3.435273 0.000011 0.0038
112 1117.6307 0.0000189604 0.0007 -0.0004 -0.0002 0.002115 1.766695 3.351642 0.000005 0.0014
