State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
77 535.8318 0.0001280611 -0.0014 -0.0026 0.0011 0.007939 3.534330 3.558706 0.001237 0.1093
78 536.2497 0.0031448369 0.0140 -0.0014 0.0064 0.039325 3.385674 3.654875 0.000676 0.0666
79 536.3307 0.0028098005 0.0015 0.0140 -0.0039 0.037168 3.395418 4.067798 0.001118 0.0748
80 536.5950 0.0001197076 0.0029 -0.0006 -0.0003 0.007670 3.568276 3.646752 0.001541 0.1319
81 536.9146 0.0015758707 0.0104 0.0031 -0.0014 0.027820 3.843097 3.944645 0.001073 0.0802
82 537.0072 0.0008416578 -0.0035 0.0072 0.0003 0.020330 3.715404 4.082722 0.001018 0.1050
83 537.1171 0.0026348718 -0.0069 -0.0082 -0.0092 0.035967 3.609715 3.708700 0.000571 0.1014
84 537.4266 0.0002655915 0.0006 0.0040 -0.0020 0.011416 3.653643 3.990304 0.000717 0.1064
85 537.4505 0.0020760679 0.0008 0.0125 0.0012 0.031916 3.704324 3.765281 0.001458 0.0598
86 537.5975 0.0005184223 0.0042 -0.0041 -0.0022 0.015947 3.570460 3.805806 0.001198 0.0915
87 537.9007 0.0014433339 -0.0005 -0.0088 -0.0057 0.026600 3.598069 3.839768 0.001209 0.0802
88 537.9456 0.0009320107 0.0075 -0.0034 -0.0016 0.021374 3.479402 3.786669 0.000588 0.1056
89 538.0804 0.0004159180 0.0012 -0.0052 -0.0016 0.014277 3.635521 4.084567 0.000647 0.1022
90 538.3394 0.0001174099 -0.0016 0.0015 -0.0020 0.007584 3.603585 3.746292 0.001190 0.0878
91 538.6101 0.0005762341 0.0004 -0.0050 -0.0043 0.016796 3.355441 3.887841 0.001208 0.0911
92 538.7721 0.0000766215 -0.0011 0.0009 -0.0020 0.006124 3.697012 3.875872 0.001365 0.0629
93 539.0444 0.0005195748 0.0024 -0.0018 -0.0055 0.015943 3.532902 3.751431 0.001226 0.0838
94 539.2117 0.0022365296 -0.0071 0.0039 -0.0102 0.033072 3.462015 3.628060 0.002293 0.1338
95 539.5602 0.0002734432 -0.0009 0.0040 -0.0020 0.011560 3.708025 3.738458 0.001272 0.1127
96 539.8393 0.0003417436 -0.0045 0.0017 -0.0016 0.012920 3.773291 3.901972 0.000811 0.0998
97 540.1790 0.0006589682 0.0021 -0.0063 -0.0024 0.017936 3.763960 3.803008 0.001615 0.0899
98 540.3704 0.0004798836 -0.0057 -0.0017 0.0007 0.015303 3.736489 3.855967 0.001071 0.0493
99 540.4283 0.0012344895 0.0051 -0.0016 0.0081 0.024543 3.547276 3.628563 0.000798 0.1149
100 540.5693 0.0001952904 0.0016 0.0004 -0.0035 0.009760 3.726248 3.908466 0.000752 0.0812
101 540.7565 0.0001004182 0.0023 -0.0005 0.0015 0.006998 3.593399 3.833826 0.001221 0.0749
102 540.8610 0.0017414099 -0.0049 -0.0073 -0.0073 0.029138 3.819496 3.877676 0.000736 0.0664
103 541.1699 0.0009085362 -0.0036 0.0038 -0.0064 0.021041 3.920999 3.985329 0.001125 0.0976
104 541.2733 0.0006305390 -0.0031 -0.0014 -0.0060 0.017527 3.745905 3.938661 0.000754 0.0567
105 541.5055 0.0001790797 -0.0031 0.0003 -0.0020 0.009338 3.438631 4.100697 0.000929 0.0452
106 541.5966 0.0004266415 -0.0025 -0.0039 0.0034 0.014413 3.711581 4.043060 0.000902 0.0847
107 541.7368 0.0002372349 0.0007 -0.0007 -0.0041 0.010746 3.505428 4.342921 0.001107 0.0708
108 542.1016 0.0011150054 0.0022 0.0049 0.0074 0.023289 3.683505 3.770771 0.001647 0.1370
109 542.2443 0.0010905521 -0.0044 -0.0008 -0.0079 0.023029 3.805943 3.818901 0.000991 0.1136
110 542.2977 0.0001729223 0.0010 0.0001 0.0035 0.009170 3.600588 4.080851 0.000901 0.0519
111 542.5473 0.0015771749 0.0070 -0.0080 -0.0023 0.027687 3.495931 3.905704 0.001419 0.1000
112 542.7954 0.0016888816 -0.0104 -0.0042 -0.0011 0.028644 3.542808 3.716088 0.000948 0.0914
113 542.9303 0.0001607267 0.0029 0.0017 0.0009 0.008835 3.420418 3.836239 0.001513 0.1264
114 543.0250 0.0019780781 -0.0042 0.0053 0.0102 0.030993 3.481930 3.630504 0.000826 0.1298
115 543.1254 0.0000458519 -0.0009 0.0014 -0.0007 0.004718 3.595186 4.026690 0.000913 0.0739
116 543.5028 0.0001782191 0.0005 -0.0010 0.0035 0.009299 3.675184 4.210937 0.000729 0.0813
117 543.7662 0.0007160982 0.0018 -0.0000 0.0071 0.018635 3.903676 4.037628 0.001059 0.0766
118 544.1172 0.0002791617 -0.0010 0.0009 0.0044 0.011631 3.300737 3.432009 0.000875 0.0673
119 544.3917 0.0002091226 0.0014 -0.0022 0.0030 0.010065 3.071431 3.693692 0.000661 0.0882
120 544.6338 0.0008452906 -0.0032 0.0071 0.0016 0.020230 3.637732 3.709420 0.000944 0.1261
121 544.6854 0.0019667422 -0.0061 0.0061 0.0085 0.030857 3.349360 3.772318 0.001693 0.1035
122 544.9319 0.0011046002 0.0036 -0.0033 0.0077 0.023120 3.414497 3.590236 0.000883 0.1089
123 545.4436 0.0014451112 -0.0033 0.0095 -0.0025 0.026432 3.490664 3.632697 0.001003 0.0852
124 545.8940 0.0004881402 -0.0057 0.0007 0.0018 0.015356 3.439838 3.533631 0.000986 0.0765
125 546.0128 0.0011761531 -0.0088 -0.0001 0.0032 0.023833 3.420465 3.594502 0.000854 0.0874
126 546.3817 0.0003210011 -0.0040 -0.0012 0.0025 0.012447 3.544618 3.666838 0.000975 0.0416
127 546.5024 0.0016774066 -0.0083 -0.0025 -0.0070 0.028450 3.419125 3.538367 0.000787 0.1177
128 546.7879 0.0009014006 0.0021 0.0079 0.0001 0.020850 3.441006 3.641142 0.001285 0.1094
129 546.8424 0.0004631580 -0.0010 -0.0046 -0.0035 0.014945 3.158007 3.658164 0.000674 0.0613
130 547.0439 0.0002573972 -0.0009 -0.0023 -0.0036 0.011139 3.379960 3.646159 0.000574 0.0553
131 547.3953 0.0005624249 0.0063 -0.0002 0.0013 0.016460 3.505081 3.567536 0.000900 0.0705
132 547.6988 0.0011901361 -0.0004 -0.0067 -0.0067 0.023938 3.553606 3.740772 0.000800 0.0719
133 547.8787 0.0002759712 -0.0042 0.0017 -0.0007 0.011525 3.383004 3.520492 0.000758 0.0983
134 547.9142 0.0009461880 -0.0033 0.0076 0.0012 0.021340 3.498541 3.516381 0.000938 0.1028
135 548.2984 0.0005178225 -0.0015 -0.0044 0.0042 0.015781 3.610926 3.699999 0.001659 0.0968
136 548.5694 0.0020729068 -0.0090 0.0073 -0.0044 0.031567 3.503008 3.890172 0.000723 0.0742
137 548.7715 0.0023779878 -0.0126 -0.0042 0.0001 0.033804 3.610535 3.802306 0.000724 0.0591
138 548.8684 0.0001182092 -0.0029 0.0003 0.0007 0.007536 3.319839 3.855391 0.000652 0.0873
139 549.1181 0.0019148606 0.0044 0.0108 0.0024 0.030324 3.467088 3.597316 0.000456 0.0826
140 549.3760 0.0016547865 0.0033 -0.0073 -0.0077 0.028183 3.623086 3.810565 0.000951 0.0582
141 549.5269 0.0001725257 0.0019 -0.0017 0.0025 0.009099 3.872651 4.086738 0.000261 0.1060
142 549.6544 0.0029357036 -0.0058 0.0131 0.0036 0.037529 3.364239 3.538240 0.000722 0.0765
143 549.9116 0.0027345732 0.0022 -0.0126 -0.0062 0.036212 3.496897 3.849823 0.000396 0.0613
144 550.1736 0.0006579134 0.0042 -0.0043 -0.0036 0.017758 3.540049 3.694791 0.000947 0.0491
145 550.3745 0.0004370905 -0.0016 0.0018 -0.0051 0.014471 3.332192 3.586116 0.000600 0.0985
146 550.7191 0.0034100599 -0.0097 0.0008 -0.0125 0.040408 3.332297 3.602205 0.000988 0.0839
147 550.8767 0.0003204651 -0.0015 0.0036 -0.0030 0.012386 3.359160 3.723770 0.000524 0.0560
148 551.2459 0.0002172606 0.0024 0.0026 -0.0018 0.010195 3.586518 3.777253 0.000674 0.0612
149 551.2794 0.0009148084 0.0064 0.0052 0.0004 0.020919 3.536555 3.764284 0.000449 0.0620
150 551.4857 0.0037883638 0.0117 0.0081 -0.0088 0.042561 3.538127 3.556845 0.000523 0.0693
