State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
34 1034.1805 0.0000066847 -0.0004 -0.0001 0.0003 0.001306 1.717780 3.951276 0.000026 0.0040
35 1034.9077 0.0002517904 -0.0007 0.0021 0.0022 0.008010 1.840385 3.602519 0.000038 0.0134
36 1035.7845 0.0000144658 -0.0004 -0.0005 -0.0004 0.001919 1.160945 4.240275 0.000036 0.0057
37 1036.1031 0.0003027571 0.0031 0.0002 0.0014 0.008778 1.000113 3.096218 0.000093 0.0079
38 1037.3136 0.0005995404 -0.0025 0.0031 0.0027 0.012345 1.469196 3.196287 0.000046 0.0128
39 1038.5987 0.0004742033 0.0019 -0.0009 0.0038 0.010973 1.097250 3.013606 0.000038 0.0181
40 1041.2526 0.0003584590 0.0003 0.0022 -0.0030 0.009528 1.882821 2.016922 0.000087 0.0222
41 1041.5224 0.0000313818 0.0006 0.0009 -0.0001 0.002819 1.638452 3.550691 0.000036 0.0052
42 1041.7185 0.0000040932 -0.0002 -0.0000 0.0004 0.001018 1.192804 4.024680 0.000017 0.0035
43 1042.9531 0.0002892766 -0.0019 -0.0026 0.0010 0.008552 1.877578 2.985984 0.000046 0.0140
44 1043.4055 0.0000572440 0.0011 0.0010 0.0000 0.003804 1.697347 1.913970 0.000064 0.0156
45 1043.9727 0.0000475783 0.0002 0.0013 -0.0003 0.003467 1.758535 4.041690 0.000035 0.0066
46 1044.2547 0.0000071666 0.0002 -0.0001 0.0005 0.001345 0.983320 4.135702 0.000021 0.0018
47 1044.3287 0.0001037344 0.0018 -0.0001 0.0009 0.005118 1.643696 3.014472 0.000091 0.0147
48 1044.4248 0.0001742833 -0.0020 0.0011 -0.0012 0.006633 2.238243 3.563165 0.000125 0.0183
49 1044.4910 0.0005233287 -0.0036 0.0022 -0.0016 0.011494 2.245529 2.487372 0.000178 0.0207
50 1045.3970 0.0000226428 0.0008 -0.0004 -0.0003 0.002390 1.002963 4.071038 0.000012 0.0041
51 1045.5906 0.0002729411 0.0019 -0.0012 -0.0024 0.008297 1.326337 1.339321 0.000157 0.0259
52 1046.0979 0.0000075478 -0.0005 0.0002 0.0000 0.001379 0.814417 3.148811 0.000026 0.0043
53 1046.5122 0.0000103842 -0.0005 0.0002 0.0003 0.001618 1.581135 3.585911 0.000033 0.0041
54 1046.7112 0.0000106581 0.0003 -0.0001 0.0005 0.001639 1.366503 3.069264 0.000026 0.0045
55 1047.3566 0.0000174217 -0.0007 0.0002 -0.0003 0.002094 1.828276 3.344281 0.000028 0.0059
56 1047.4983 0.0000227212 0.0005 -0.0008 0.0003 0.002392 2.141115 3.461782 0.000025 0.0049
57 1047.7409 0.0000039318 -0.0003 -0.0001 0.0002 0.000995 1.758559 3.311242 0.000029 0.0039
58 1048.0442 0.0000242428 -0.0005 0.0003 0.0008 0.002470 1.795055 3.533390 0.000042 0.0086
59 1048.8458 0.0000000762 -0.0000 -0.0000 -0.0000 0.000138 1.209065 3.190306 0.000021 0.0031
60 1049.4106 0.0000358686 0.0005 -0.0005 0.0009 0.003002 1.228121 3.061077 0.000050 0.0099
61 1049.7778 0.0000043089 0.0001 -0.0001 -0.0004 0.001040 0.829683 3.046166 0.000017 0.0018
62 1049.9895 0.0001356747 -0.0011 0.0007 -0.0019 0.005837 2.369251 3.412939 0.000059 0.0042
63 1050.2916 0.0001162813 -0.0012 0.0007 -0.0016 0.005403 2.424165 3.623204 0.000040 0.0036
64 1050.4103 0.0000280777 -0.0006 0.0009 0.0001 0.002655 1.692246 3.126868 0.000014 0.0036
65 1050.6448 0.0000412777 -0.0010 0.0007 0.0003 0.003219 2.205025 3.360608 0.000025 0.0034
66 1050.8082 0.0000015826 0.0002 -0.0000 -0.0000 0.000630 0.856718 4.032675 0.000013 0.0020
67 1050.9621 0.0000350118 -0.0004 -0.0011 0.0000 0.002964 1.788793 3.576628 0.000043 0.0037
68 1051.0882 0.0000157035 0.0002 -0.0007 0.0003 0.001985 1.929833 4.103455 0.000019 0.0072
69 1051.8845 0.0016516334 -0.0063 0.0047 0.0013 0.020348 1.746063 2.471210 0.000092 0.0319
70 1052.5307 0.0020744680 0.0059 -0.0043 -0.0052 0.022798 2.183768 2.509265 0.000081 0.0264
71 1052.8558 0.0003137543 0.0020 -0.0024 -0.0016 0.008865 2.144538 3.799169 0.000024 0.0122
72 1053.2152 0.0001555171 0.0016 -0.0014 -0.0013 0.006240 1.436530 2.939135 0.000023 0.0113
73 1053.8834 0.0000181782 -0.0007 0.0004 -0.0002 0.002133 0.796264 4.072831 0.000004 0.0016
74 1054.3828 0.0000213825 -0.0003 0.0008 0.0001 0.002313 1.840213 3.983089 0.000018 0.0026
75 1054.5361 0.0004158896 -0.0010 0.0009 -0.0038 0.010198 1.650237 3.139051 0.000095 0.0250
76 1055.3203 0.0001616592 -0.0009 0.0010 -0.0021 0.006356 1.662639 3.595683 0.000072 0.0153
77 1056.5363 0.0000398067 0.0005 -0.0005 0.0010 0.003152 2.168960 3.624793 0.000039 0.0067
78 1056.5796 0.0000358696 -0.0005 0.0010 0.0003 0.002992 1.825068 3.063276 0.000041 0.0048
79 1057.5146 0.0000555878 -0.0003 -0.0014 0.0004 0.003723 1.285728 3.046859 0.000112 0.0144
80 1058.1231 0.0004155854 0.0017 0.0031 -0.0020 0.010177 2.037636 2.408277 0.000276 0.0300
81 1058.3517 0.0003521393 0.0010 0.0031 -0.0018 0.009367 1.989985 2.384101 0.000284 0.0320
82 1060.6096 0.0000022249 0.0003 -0.0000 0.0001 0.000744 1.066381 4.289772 0.000010 0.0010
83 1061.3737 0.0000270116 -0.0003 -0.0004 -0.0009 0.002591 1.267407 3.149321 0.000072 0.0133
84 1062.3812 0.0000001318 0.0000 -0.0000 0.0000 0.000181 0.830125 4.340053 0.000015 0.0012
85 1078.1846 0.0000046612 0.0002 -0.0001 0.0004 0.001068 0.728709 3.264154 0.000006 0.0030
86 1079.5866 0.0000456957 -0.0009 -0.0009 -0.0004 0.003341 2.406398 3.954627 0.000080 0.0172
87 1079.6290 0.0000599098 -0.0008 -0.0013 0.0003 0.003825 2.422227 3.423146 0.000071 0.0145
88 1081.1347 0.0000091361 -0.0003 -0.0001 -0.0005 0.001493 0.776100 3.129280 0.000047 0.0089
89 1081.4838 0.0032762639 0.0077 0.0037 0.0071 0.028264 1.606124 1.795821 0.000587 0.1315
90 1082.6055 0.0011692005 0.0049 0.0021 0.0040 0.016876 1.738220 2.766315 0.000366 0.0861
91 1083.4883 0.0000688951 0.0012 0.0009 0.0006 0.004095 1.001404 3.734597 0.000086 0.0184
92 1083.5562 0.0000176837 0.0006 0.0004 0.0004 0.002075 0.898876 4.074289 0.000046 0.0105
93 1084.4540 0.0002909264 0.0017 0.0026 -0.0012 0.008411 0.961868 2.986119 0.000139 0.0291
94 1085.3424 0.0141147460 0.0051 0.0172 -0.0144 0.058561 0.948951 0.982135 0.000151 0.0188
95 1085.7932 0.0002274162 0.0012 0.0024 -0.0011 0.007432 1.144492 3.699382 0.000053 0.0118
96 1086.5258 0.0000543732 -0.0005 -0.0011 0.0007 0.003633 0.976895 4.358850 0.000021 0.0022
97 1086.8992 0.0000454743 0.0001 0.0009 -0.0010 0.003322 1.468569 3.007780 0.000096 0.0148
98 1087.1752 0.0000199508 0.0005 -0.0007 0.0001 0.002200 1.339109 3.035443 0.000047 0.0073
99 1088.0812 0.0000349995 -0.0006 -0.0001 -0.0010 0.002912 0.748114 3.095069 0.000058 0.0130
100 1090.7426 0.0000104445 -0.0003 -0.0004 0.0003 0.001589 0.734904 4.305337 0.000007 0.0008
101 1111.4439 0.0064379498 0.0019 0.0096 0.0119 0.039083 1.501850 1.593249 0.000006 0.0302
102 1114.9123 0.0001141420 0.0020 0.0002 0.0002 0.005196 1.152580 3.282635 0.000006 0.0040
103 1115.3372 0.0000860715 0.0014 -0.0010 0.0000 0.004511 2.326453 3.651566 0.000006 0.0043
104 1115.8395 0.0011810810 0.0065 -0.0005 0.0011 0.016707 2.993590 3.045705 0.000024 0.0182
105 1116.1801 0.0000160419 -0.0005 0.0004 0.0004 0.001947 2.208918 3.707859 0.000024 0.0058
106 1116.2427 0.0007561125 -0.0049 0.0008 -0.0017 0.013365 3.122588 3.207230 0.000015 0.0109
107 1117.0127 0.0000127181 -0.0004 -0.0005 -0.0001 0.001733 1.536685 4.160123 0.000007 0.0021
108 1117.2759 0.0000017563 0.0002 -0.0002 -0.0000 0.000644 2.484915 3.934436 0.000006 0.0019
109 1117.3892 0.0001551745 0.0022 0.0003 0.0009 0.006051 2.476392 3.259440 0.000005 0.0071
110 1118.6646 0.0000542686 0.0005 -0.0013 -0.0003 0.003577 1.864932 3.210874 0.000013 0.0066
111 1118.8366 0.0000244531 0.0004 0.0006 0.0006 0.002401 1.865940 3.323100 0.000015 0.0043
112 1119.0135 0.0000362480 0.0010 -0.0005 0.0001 0.002923 2.472701 3.639278 0.000007 0.0027
