State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
53 530.4469 0.0002385774 0.0004 -0.0043 -0.0003 0.010890 3.940048 4.033770 0.001244 0.0580
54 530.5462 0.0007937858 -0.0028 -0.0001 0.0073 0.019863 3.893269 4.051549 0.001551 0.0615
55 530.8083 0.0045031590 0.0142 -0.0023 -0.0118 0.047298 3.421122 3.433527 0.003189 0.0965
56 530.9255 0.0004281206 -0.0009 -0.0051 0.0025 0.014582 3.826262 3.876300 0.001027 0.0573
57 531.2508 0.0010745843 -0.0043 -0.0057 0.0056 0.023095 3.731670 3.755479 0.001597 0.0785
58 531.5174 0.0004137930 0.0041 0.0024 -0.0031 0.014328 3.679936 3.958539 0.000999 0.0646
59 531.5734 0.0008753484 -0.0030 -0.0031 0.0070 0.020838 3.790983 3.843641 0.001101 0.0607
60 531.7618 0.0008745003 -0.0032 -0.0061 0.0045 0.020825 3.998684 4.051384 0.001475 0.0608
61 532.0229 0.0009410417 -0.0075 -0.0033 0.0022 0.021597 3.591615 3.733446 0.001678 0.0477
62 532.3843 0.0010891156 -0.0038 0.0083 -0.0005 0.023226 3.713712 3.815485 0.001222 0.1086
63 532.6531 0.0012901898 0.0016 -0.0060 -0.0078 0.025273 3.501483 3.792345 0.001200 0.0412
64 532.9498 0.0016663602 -0.0075 -0.0084 0.0008 0.028714 3.716883 3.747655 0.001361 0.0626
65 533.2322 0.0002816400 -0.0020 0.0011 0.0040 0.011802 3.675659 4.205049 0.000932 0.0504
66 533.5351 0.0036122864 0.0112 0.0092 0.0082 0.042254 3.554257 3.603046 0.001043 0.0989
67 534.0475 0.0008608556 -0.0054 -0.0038 -0.0047 0.020617 3.193216 3.236414 0.001790 0.1590
68 534.1461 0.0011186669 0.0046 0.0053 0.0060 0.023500 3.455682 3.568497 0.001574 0.1043
69 534.6820 0.0008859970 -0.0034 0.0040 -0.0063 0.020904 3.701039 3.836477 0.001236 0.1015
70 534.8367 0.0011257789 0.0006 0.0083 0.0040 0.023560 3.629766 3.924422 0.001387 0.0964
71 534.9749 0.0004495092 0.0040 -0.0010 0.0042 0.014885 3.409490 3.581837 0.002342 0.1214
72 535.2917 0.0004094430 -0.0009 0.0023 -0.0050 0.014202 3.432728 3.657632 0.000654 0.0815
73 535.5951 0.0009252736 -0.0027 -0.0051 -0.0061 0.021344 3.524304 3.632359 0.001051 0.0781
74 535.8216 0.0009873431 0.0039 0.0068 -0.0038 0.022043 3.663422 3.790690 0.000786 0.0631
75 535.9316 0.0007828422 0.0010 0.0076 -0.0004 0.019626 3.646296 3.669227 0.001530 0.0859
76 536.0646 0.0025237578 -0.0089 0.0088 -0.0060 0.035235 3.291209 3.382551 0.001097 0.0851
77 536.4492 0.0002251254 -0.0015 -0.0038 0.0003 0.010520 3.279576 3.736121 0.000673 0.1015
78 536.6431 0.0000307841 -0.0002 0.0006 -0.0014 0.003889 3.512247 3.653664 0.001153 0.0592
79 536.9889 0.0002302837 0.0028 0.0002 -0.0031 0.010634 3.759577 3.806184 0.000630 0.1088
80 537.3447 0.0001711999 0.0004 0.0011 0.0034 0.009166 3.607958 3.733909 0.002039 0.1386
81 537.4005 0.0007690254 0.0015 -0.0063 0.0041 0.019426 3.635310 3.645375 0.000755 0.1030
82 537.7070 0.0001935910 0.0018 0.0026 0.0021 0.009744 3.762703 3.823643 0.001613 0.1124
83 537.8708 0.0012884791 -0.0071 -0.0049 0.0049 0.025133 3.856138 3.878713 0.000883 0.0487
84 538.2999 0.0008972189 -0.0027 -0.0073 -0.0027 0.020965 3.846816 3.915841 0.000841 0.0689
85 538.4151 0.0020466855 -0.0078 0.0069 0.0068 0.031661 3.777679 3.945267 0.001430 0.1033
86 538.7060 0.0006534414 -0.0053 0.0039 -0.0024 0.017885 3.403749 3.870216 0.000880 0.0776
87 538.7774 0.0010649216 0.0045 0.0005 0.0078 0.022830 3.651985 3.745968 0.001612 0.1146
88 538.9535 0.0021866639 -0.0037 -0.0120 0.0028 0.032709 3.707517 3.712326 0.001052 0.1087
89 539.0950 0.0010151928 0.0042 -0.0031 -0.0071 0.022284 3.772616 3.830861 0.001274 0.0617
90 539.1765 0.0006710109 -0.0028 0.0014 0.0064 0.018116 3.588210 3.617930 0.001378 0.0794
91 539.5679 0.0010417341 0.0007 0.0087 0.0016 0.022564 3.717108 3.813183 0.000903 0.0835
92 539.8947 0.0011174466 0.0073 -0.0043 0.0035 0.023362 3.519359 3.581435 0.001643 0.1705
93 540.1866 0.0004134937 -0.0024 0.0031 -0.0040 0.014207 3.505750 3.786813 0.000853 0.0669
94 540.2375 0.0000784173 0.0005 0.0013 0.0020 0.006187 3.822723 3.911553 0.000871 0.1037
95 540.4302 0.0003000695 -0.0005 0.0029 0.0037 0.012100 3.552850 3.667281 0.001538 0.1106
96 540.5477 0.0007143576 -0.0064 -0.0019 -0.0030 0.018668 3.762744 3.926576 0.001234 0.0606
97 540.7655 0.0010407058 0.0049 -0.0029 0.0068 0.022527 3.554982 3.603582 0.001450 0.1191
98 540.8204 0.0005102733 -0.0059 -0.0017 0.0012 0.015773 3.669272 3.739863 0.001919 0.1348
99 540.9955 0.0004717738 0.0008 -0.0049 0.0033 0.015164 3.498608 3.996485 0.000959 0.0634
100 541.0709 0.0000158186 -0.0010 -0.0005 -0.0001 0.002777 3.855002 3.866963 0.001651 0.1076
101 541.4607 0.0003851010 -0.0032 -0.0042 -0.0010 0.013695 3.737574 3.873140 0.001099 0.0876
102 541.5489 0.0031701955 -0.0137 -0.0057 0.0043 0.039290 3.302843 3.432004 0.001678 0.1061
103 541.6397 0.0019159337 -0.0116 -0.0004 -0.0033 0.030541 3.804818 3.829964 0.001004 0.0904
104 541.8019 0.0020118451 0.0048 -0.0113 0.0011 0.031292 3.705149 3.758339 0.000737 0.1036
105 541.8947 0.0004467926 0.0026 0.0042 0.0031 0.014745 3.576943 3.803357 0.001087 0.0715
106 542.0573 0.0000109678 0.0008 0.0005 0.0002 0.002310 3.544489 3.771843 0.001331 0.0718
107 542.2655 0.0007421176 -0.0037 -0.0048 -0.0045 0.018997 3.565444 3.760002 0.000947 0.0915
108 542.6159 0.0005851046 -0.0010 -0.0045 0.0048 0.016863 4.131850 4.301807 0.001582 0.1105
109 542.7209 0.0016492272 0.0047 -0.0091 -0.0044 0.028308 3.627336 3.684555 0.001079 0.0835
110 542.8506 0.0001439744 -0.0017 -0.0015 -0.0024 0.008363 3.466739 3.575052 0.001431 0.0908
111 543.0563 0.0013519902 -0.0075 0.0066 -0.0016 0.025622 3.909708 3.952267 0.001819 0.1247
112 543.2729 0.0003651471 -0.0031 0.0008 0.0041 0.013313 3.404047 3.417012 0.001243 0.1409
113 543.4592 0.0006986579 -0.0070 -0.0011 -0.0013 0.018412 3.687321 3.786136 0.001861 0.1252
114 543.5826 0.0014586621 0.0051 -0.0047 0.0078 0.026601 3.068783 3.600210 0.001562 0.1204
115 543.8964 0.0020781681 -0.0124 0.0007 0.0007 0.031742 3.433903 3.551032 0.001117 0.1865
116 544.0688 0.0003147882 -0.0018 0.0015 0.0043 0.012352 3.651640 3.823783 0.001248 0.0731
117 544.4894 0.0003842257 -0.0020 -0.0033 -0.0037 0.013641 3.463497 3.585319 0.000981 0.0697
118 544.6767 0.0019367826 -0.0094 0.0041 -0.0063 0.030621 3.340499 3.679068 0.001521 0.0682
119 545.0809 0.0009605499 0.0041 0.0072 0.0017 0.021557 3.278940 3.650792 0.000743 0.1119
120 545.5614 0.0000823591 -0.0012 -0.0019 -0.0009 0.006309 3.137215 3.416029 0.001234 0.1269
121 545.6435 0.0007248285 -0.0040 -0.0042 -0.0045 0.018716 3.442969 3.524205 0.000765 0.0721
122 545.8629 0.0017481802 -0.0034 0.0109 -0.0009 0.029061 3.407894 3.495676 0.000900 0.1142
123 546.2225 0.0005478595 0.0031 -0.0005 0.0056 0.016263 3.068581 3.771181 0.000964 0.0697
124 546.4631 0.0005313049 -0.0016 -0.0016 0.0059 0.016012 3.164844 3.452991 0.001180 0.1138
125 546.8418 0.0007827827 0.0026 0.0071 0.0011 0.019429 3.542696 3.743125 0.001140 0.0682
126 547.1603 0.0029411780 -0.0114 -0.0034 0.0088 0.037649 3.248557 3.319085 0.001325 0.1501
127 547.4024 0.0008596593 0.0009 -0.0039 -0.0070 0.020350 3.504528 3.550501 0.000647 0.0888
128 547.7620 0.0004252202 0.0052 -0.0009 0.0021 0.014308 3.531467 3.688291 0.000517 0.0830
129 547.9637 0.0011266667 -0.0038 -0.0076 -0.0034 0.023285 3.822792 3.910308 0.000909 0.0562
130 548.0676 0.0000203840 -0.0011 -0.0006 0.0002 0.003132 3.800851 3.818626 0.000846 0.0665
131 548.3557 0.0003455684 0.0022 -0.0027 0.0037 0.012891 3.319119 3.577906 0.000674 0.0545
132 548.5109 0.0000110690 0.0006 0.0006 -0.0004 0.002307 3.234597 3.684206 0.000883 0.0637
133 548.7051 0.0010146115 -0.0002 -0.0077 -0.0040 0.022082 3.181246 3.243247 0.001046 0.1102
134 548.9295 0.0001654776 -0.0001 0.0029 0.0020 0.008916 3.663449 3.704178 0.000698 0.0431
135 549.0941 0.0004553483 0.0056 -0.0016 -0.0007 0.014788 3.460179 3.603811 0.000954 0.0881
136 549.3423 0.0020650084 0.0111 -0.0027 -0.0049 0.031484 3.413304 3.425733 0.000915 0.1150
137 549.4944 0.0047031607 0.0031 0.0010 0.0184 0.047508 3.521412 3.564682 0.001204 0.0792
138 549.6458 0.0003357024 0.0047 0.0006 -0.0016 0.012691 3.831980 3.849851 0.000899 0.0472
139 550.0710 0.0030061018 -0.0070 -0.0061 0.0117 0.037962 3.263565 3.440032 0.000974 0.1135
140 550.1600 0.0011796026 -0.0088 -0.0030 -0.0010 0.023778 3.365044 3.378011 0.001470 0.0944
141 550.2565 0.0007006398 0.0016 0.0070 0.0007 0.018324 3.251963 3.485764 0.000897 0.0831
142 550.5024 0.0012617201 0.0088 0.0039 0.0009 0.024584 3.644301 3.911439 0.000679 0.0755
143 550.5593 0.0035570530 0.0108 0.0107 -0.0057 0.041276 3.342871 3.400340 0.000761 0.0811
144 550.6745 0.0021346262 0.0026 0.0098 0.0074 0.031972 3.388889 3.891707 0.000715 0.0628
145 550.8965 0.0014976858 0.0077 -0.0068 -0.0026 0.026775 3.286339 3.549038 0.000588 0.0748
146 551.2673 0.0002218238 -0.0029 -0.0016 -0.0023 0.010301 3.554133 3.704562 0.000364 0.0459
147 551.3603 0.0030924184 0.0089 -0.0094 -0.0079 0.038458 3.613891 3.687718 0.000550 0.0630
148 551.5690 0.0002677511 -0.0010 0.0030 -0.0032 0.011314 3.480642 3.516090 0.000728 0.0737
149 551.7930 0.0025744428 0.0075 -0.0050 0.0105 0.035076 3.457248 3.496089 0.000685 0.0648
150 551.8927 0.0009643124 0.0033 -0.0063 -0.0046 0.021465 3.139407 3.371717 0.001290 0.1014
