State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
52 530.2522 0.0013609989 0.0040 -0.0051 0.0079 0.026016 3.938096 4.030251 0.001157 0.0671
53 530.2703 0.0030156299 -0.0096 -0.0098 -0.0065 0.038725 4.030122 4.075628 0.002475 0.0786
54 530.5820 0.0020471156 -0.0075 -0.0084 0.0055 0.031897 3.958340 4.251378 0.001435 0.0913
55 530.7531 0.0003824996 0.0011 -0.0028 0.0045 0.013785 3.822956 3.994672 0.001074 0.0554
56 530.8767 0.0004254973 -0.0046 -0.0029 0.0018 0.014538 3.724926 4.050739 0.001010 0.0598
57 531.3033 0.0002509734 0.0003 -0.0039 0.0020 0.011161 3.889600 4.348332 0.000858 0.0362
58 531.6611 0.0002650450 0.0022 0.0031 0.0024 0.011466 3.755652 3.914152 0.001263 0.0522
59 531.8458 0.0005634742 -0.0032 -0.0010 0.0057 0.016715 3.527089 3.812447 0.000697 0.0810
60 531.9903 0.0020144597 -0.0015 -0.0088 0.0086 0.031600 3.821068 3.951009 0.001708 0.0678
61 532.0417 0.0002291198 0.0033 -0.0020 0.0016 0.010656 3.485505 3.916230 0.000770 0.0270
62 532.4262 0.0000624986 0.0000 0.0020 -0.0009 0.005564 3.538835 3.978427 0.001173 0.0386
63 532.7254 0.0017713773 0.0070 -0.0086 0.0036 0.029611 3.817686 4.058035 0.001253 0.0770
64 532.9788 0.0022939805 -0.0027 -0.0101 -0.0082 0.033689 3.535974 3.798202 0.001303 0.1011
65 533.1152 0.0006923965 0.0015 -0.0050 -0.0051 0.018506 3.489704 4.015097 0.001860 0.0692
66 533.3288 0.0027150883 0.0086 0.0046 -0.0106 0.036639 3.271212 3.796344 0.000818 0.0615
67 533.3991 0.0010734565 0.0053 -0.0065 -0.0034 0.023037 3.637325 3.875220 0.000762 0.1017
68 533.6254 0.0020265838 0.0074 -0.0071 0.0071 0.031646 3.741000 3.822082 0.001304 0.1082
69 534.0262 0.0013487694 0.0071 0.0070 -0.0016 0.025807 3.235624 4.010786 0.000893 0.0691
70 534.0318 0.0006194716 0.0033 -0.0052 -0.0031 0.017490 3.730154 3.972059 0.000983 0.0942
71 534.6222 0.0005842724 -0.0048 -0.0007 0.0046 0.016976 3.417966 3.654390 0.001013 0.1350
72 534.6449 0.0001052791 -0.0023 0.0010 -0.0013 0.007206 3.718228 3.831957 0.001178 0.0692
73 534.9214 0.0007236143 0.0011 0.0035 -0.0064 0.018887 3.515883 3.688815 0.001431 0.0782
74 535.4373 0.0002662063 -0.0031 -0.0012 0.0031 0.011450 3.454863 4.043777 0.001326 0.0548
75 535.5324 0.0008183130 0.0047 -0.0035 0.0052 0.020073 3.638439 3.827181 0.000813 0.1104
76 535.6399 0.0004975954 -0.0016 0.0051 0.0030 0.015651 3.531863 3.732944 0.001891 0.0802
77 536.1602 0.0011717071 0.0057 -0.0067 -0.0035 0.024006 3.612856 3.946367 0.001143 0.0914
78 536.1657 0.0013730945 0.0099 -0.0015 0.0019 0.025987 3.436972 3.843815 0.000786 0.0821
79 536.4076 0.0022813164 0.0091 -0.0071 -0.0064 0.033489 3.396507 3.645971 0.001366 0.1964
80 536.6215 0.0006461460 0.0018 0.0066 -0.0013 0.017819 3.553258 3.855593 0.001520 0.1155
81 536.8364 0.0001046609 -0.0021 0.0001 0.0019 0.007170 3.850046 3.957272 0.000860 0.0766
82 536.8938 0.0006364295 -0.0067 0.0018 -0.0009 0.017680 3.826565 4.009796 0.000845 0.1213
83 537.4277 0.0001663741 0.0007 0.0034 -0.0007 0.009035 3.646053 3.787957 0.001342 0.0718
84 537.6973 0.0002588320 0.0025 0.0024 -0.0027 0.011267 3.741512 3.929560 0.000880 0.0847
85 537.7907 0.0006022947 -0.0037 -0.0039 -0.0041 0.017185 3.603706 3.809275 0.001002 0.1129
86 537.9366 0.0013836328 -0.0095 -0.0037 0.0010 0.026043 3.497490 3.599496 0.001504 0.1377
87 538.2394 0.0006212480 -0.0003 0.0064 0.0023 0.017446 3.574688 3.975636 0.000848 0.1960
88 538.3996 0.0018687677 0.0077 0.0034 0.0084 0.030254 3.901763 4.106439 0.000648 0.0653
89 538.6769 0.0018840747 0.0049 0.0104 0.0031 0.030370 3.614642 3.717158 0.000602 0.0997
90 538.8201 0.0009050434 0.0052 0.0044 -0.0047 0.021046 3.820963 3.873603 0.001020 0.1541
91 539.0577 0.0003627079 0.0047 -0.0003 -0.0023 0.013320 3.454086 3.976218 0.000822 0.0848
92 539.1802 0.0000556573 0.0016 -0.0008 0.0010 0.005217 3.485041 4.159545 0.001020 0.0749
93 539.4141 0.0010202210 -0.0005 0.0045 0.0075 0.022333 3.387726 3.703354 0.001160 0.0780
94 539.5542 0.0005996783 0.0058 0.0034 0.0009 0.017120 3.621347 3.764089 0.001424 0.1071
95 539.7760 0.0001369973 -0.0000 -0.0029 -0.0015 0.008181 3.464250 4.175240 0.001012 0.0655
96 540.0269 0.0002963160 0.0018 -0.0033 0.0029 0.012029 3.751626 3.869399 0.000694 0.0582
97 540.1606 0.0015576786 -0.0088 0.0005 0.0063 0.027576 3.916236 4.142808 0.000918 0.0777
98 540.5417 0.0004290768 0.0033 -0.0012 -0.0045 0.014468 3.659543 3.849224 0.000877 0.1439
99 540.7406 0.0014208256 -0.0041 0.0020 0.0093 0.026323 3.402165 3.589694 0.001638 0.1152
100 540.7927 0.0008306998 0.0023 0.0008 -0.0075 0.020126 3.281310 3.843529 0.000927 0.1399
101 540.9284 0.0026982985 -0.0015 0.0140 -0.0025 0.036268 3.619290 3.932060 0.001027 0.0902
102 541.1849 0.0009379108 -0.0045 0.0052 -0.0048 0.021378 3.640817 3.810371 0.000936 0.0647
103 541.3832 0.0005739439 -0.0017 -0.0053 -0.0036 0.016720 3.585308 3.802629 0.000784 0.1069
104 541.6005 0.0030558687 0.0135 0.0065 -0.0027 0.038573 3.602002 3.810083 0.001215 0.0916
105 541.8003 0.0005160930 0.0010 -0.0057 0.0023 0.015849 3.536445 3.912898 0.000969 0.0524
106 541.8820 0.0002692718 -0.0039 0.0022 0.0001 0.011447 3.646458 3.792137 0.000526 0.0900
107 542.0992 0.0026769426 -0.0080 -0.0024 -0.0115 0.036086 3.622467 3.985369 0.001243 0.0857
108 542.2895 0.0010417716 -0.0034 -0.0081 -0.0008 0.022507 3.722262 3.982508 0.000640 0.0875
109 542.3888 0.0011305161 -0.0052 0.0065 -0.0040 0.023444 3.967214 4.258730 0.001308 0.0750
110 542.6011 0.0004174383 0.0039 -0.0033 -0.0023 0.014243 4.045940 4.157688 0.001513 0.0713
111 542.7843 0.0002163000 0.0027 0.0024 -0.0018 0.010251 4.174085 4.384606 0.000997 0.0788
112 542.9884 0.0000266907 0.0008 0.0007 0.0010 0.003600 3.998466 4.171438 0.001013 0.0389
113 543.0723 0.0002866196 -0.0044 0.0014 -0.0001 0.011797 3.765554 3.824788 0.001290 0.0826
114 543.3462 0.0021957099 0.0100 -0.0044 0.0068 0.032644 3.457701 3.826794 0.001443 0.0784
115 543.7456 0.0010707792 0.0062 0.0017 0.0063 0.022788 3.417202 3.935212 0.001014 0.1297
116 543.9194 0.0018311395 -0.0106 -0.0011 -0.0048 0.029795 3.173751 3.848159 0.000589 0.1128
117 544.3137 0.0012121437 0.0038 0.0083 -0.0026 0.024233 3.112402 3.406791 0.001343 0.1054
118 544.6422 0.0013215190 -0.0078 -0.0018 -0.0059 0.025295 3.455110 3.861835 0.001278 0.0828
119 545.1747 0.0009838089 -0.0025 0.0001 -0.0082 0.021814 3.132105 3.367522 0.000848 0.1141
120 545.2485 0.0012163910 0.0054 0.0041 0.0067 0.024255 3.271281 3.837221 0.000515 0.1183
121 545.6848 0.0008626897 -0.0053 0.0060 0.0007 0.020418 3.201389 3.685759 0.001149 0.1378
122 545.8790 0.0015025810 0.0038 0.0084 -0.0053 0.026942 3.236633 3.724521 0.001229 0.1215
123 546.1033 0.0015201150 0.0100 0.0036 0.0007 0.027093 3.495807 3.840948 0.000941 0.1135
124 546.3979 0.0019282665 -0.0097 0.0069 -0.0017 0.030506 3.423937 3.563934 0.000984 0.0829
125 546.7313 0.0000559023 0.0017 0.0010 -0.0004 0.005193 3.499680 3.927821 0.000851 0.0571
126 546.9002 0.0000839042 0.0013 -0.0021 0.0004 0.006360 3.384113 3.625291 0.001079 0.0795
127 547.1169 0.0009297527 0.0015 0.0025 -0.0078 0.021169 3.421394 3.649072 0.000810 0.0620
128 547.3710 0.0012059473 -0.0035 0.0003 0.0088 0.024103 3.477515 3.584335 0.000656 0.0599
129 547.7446 0.0012788986 0.0008 -0.0091 0.0035 0.024813 3.483697 3.628390 0.000734 0.0699
130 547.8404 0.0018037880 0.0088 0.0048 0.0058 0.029466 3.693830 3.788738 0.001490 0.0972
131 548.2072 0.0019199517 0.0072 0.0063 -0.0072 0.030390 3.413713 3.863296 0.000750 0.0613
132 548.5009 0.0000641466 0.0003 -0.0015 -0.0016 0.005553 3.588933 3.712702 0.000819 0.0600
133 548.7003 0.0001766226 0.0034 0.0004 0.0012 0.009213 3.820540 3.899938 0.000672 0.0796
134 548.9695 0.0011305705 -0.0014 -0.0071 0.0057 0.023304 3.180860 3.496302 0.000529 0.0982
135 549.1369 0.0003517567 0.0041 0.0028 -0.0013 0.012997 3.480447 3.882210 0.000526 0.0534
136 549.1876 0.0003617792 -0.0002 -0.0052 -0.0004 0.013180 3.260818 3.669853 0.000605 0.1172
137 549.3799 0.0014717052 -0.0011 -0.0018 -0.0102 0.026578 3.656159 4.091449 0.000536 0.0751
138 549.6053 0.0004940737 0.0020 0.0022 -0.0053 0.015397 3.885627 4.081785 0.000425 0.0499
139 549.7332 0.0002621035 0.0008 -0.0037 -0.0023 0.011213 3.747258 3.795113 0.000673 0.0752
140 549.7948 0.0025564563 -0.0045 -0.0100 -0.0083 0.035016 3.322138 3.741594 0.001432 0.0779
141 550.0258 0.0025556171 -0.0074 -0.0109 0.0038 0.035003 3.519637 3.598891 0.000535 0.0710
142 550.0762 0.0001413120 -0.0009 0.0020 0.0024 0.008231 3.727859 3.910678 0.000518 0.0512
143 550.2550 0.0007381179 -0.0045 -0.0024 0.0054 0.018808 3.495818 3.846742 0.000721 0.0601
144 550.6109 0.0011890646 -0.0018 0.0038 -0.0084 0.023863 3.649013 3.844697 0.000634 0.0620
145 550.7555 0.0013693523 0.0036 -0.0002 -0.0094 0.025605 3.446056 3.949595 0.001108 0.0835
146 550.8761 0.0000173474 0.0003 0.0011 -0.0002 0.002882 3.375690 3.606888 0.001770 0.0788
147 551.1422 0.0015812239 0.0007 -0.0006 0.0108 0.027505 3.230141 3.434825 0.001135 0.0796
148 551.2685 0.0048279869 0.0118 -0.0131 0.0067 0.048057 3.171397 3.441657 0.000586 0.0808
149 551.7177 0.0016720148 0.0046 0.0088 0.0051 0.028269 3.505262 3.709457 0.001742 0.0924
150 551.7967 0.0020694176 0.0064 -0.0099 0.0037 0.031448 3.551160 3.623983 0.000556 0.1046
151 552.0027 0.0050690612 0.0028 -0.0116 -0.0153 0.049209 3.048463 3.440862 0.001784 0.1094
