State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
67 547.4020 0.0000992674 -0.0023 0.0015 -0.0000 0.006915 2.616996 3.558053 0.000586 0.0753
68 547.7803 0.0016850205 -0.0075 -0.0082 0.0012 0.028481 2.705842 3.201127 0.000446 0.0764
69 548.0983 0.0020579257 0.0102 -0.0069 0.0009 0.031466 2.847514 3.324449 0.000937 0.1102
70 548.2364 0.0027114909 0.0090 -0.0096 -0.0053 0.036114 2.923491 3.100758 0.000721 0.0983
71 548.6196 0.0016643521 0.0051 -0.0098 0.0012 0.028284 3.078138 3.401458 0.000944 0.1058
72 548.8425 0.0019379290 0.0048 -0.0021 -0.0108 0.030514 3.063034 3.593578 0.000377 0.0622
73 549.4779 0.0060849644 0.0124 -0.0172 0.0005 0.054039 2.761866 3.419426 0.000829 0.1003
74 549.7490 0.0041719721 -0.0129 0.0097 0.0071 0.044734 2.641006 3.253013 0.001653 0.0981
75 549.8914 0.0017307904 0.0031 0.0007 0.0109 0.028810 2.835317 3.046963 0.000599 0.0708
76 550.3083 0.0041895884 0.0050 0.0166 0.0029 0.044806 2.784368 3.233734 0.001230 0.0871
77 550.5656 0.0081689864 -0.0143 -0.0184 0.0079 0.062551 2.862204 3.153684 0.000990 0.1117
78 551.2144 0.0011364078 -0.0029 0.0013 0.0086 0.023316 2.908521 3.148555 0.000763 0.0918
79 551.5390 0.0027667177 -0.0031 -0.0118 -0.0075 0.036370 2.851948 2.893480 0.000764 0.1258
80 551.8251 0.0102025724 0.0005 -0.0018 0.0274 0.069824 2.909000 2.971354 0.000538 0.0792
81 552.1950 0.0092060400 0.0259 0.0034 -0.0005 0.066305 2.860769 3.033969 0.000853 0.1168
82 552.3502 0.0018973913 0.0028 -0.0053 -0.0102 0.030097 2.957815 3.610836 0.000840 0.0736
83 553.2456 0.0011395074 -0.0072 0.0005 0.0056 0.023305 2.824204 2.929700 0.000587 0.0781
84 554.1475 0.0049792824 0.0044 0.0016 0.0186 0.048677 2.786010 2.966973 0.000610 0.0715
85 554.9266 0.0075358278 0.0099 0.0108 0.0184 0.059841 2.660752 3.038841 0.000518 0.1011
86 555.5513 0.0009406392 0.0021 0.0071 -0.0038 0.021130 2.481842 3.058483 0.000416 0.0767
87 556.1255 0.0017853679 0.0087 0.0050 -0.0055 0.029096 2.892695 3.292961 0.000207 0.0611
88 556.5810 0.0017850524 0.0020 0.0009 0.0112 0.029081 2.913811 3.402529 0.000986 0.0797
89 556.9243 0.0013685704 -0.0092 -0.0017 0.0036 0.025456 2.976378 3.525920 0.000476 0.1012
90 557.9784 0.0026384679 0.0075 -0.0033 -0.0112 0.035312 2.603299 3.431289 0.000610 0.1030
91 558.4534 0.0022077695 -0.0027 -0.0072 0.0101 0.032288 2.849980 3.139997 0.001271 0.1011
92 558.7716 0.0045183235 -0.0038 0.0056 -0.0169 0.046177 2.542525 3.154021 0.000960 0.1475
93 559.7307 0.0011585871 -0.0074 0.0041 0.0036 0.023363 2.511844 3.410075 0.000377 0.0768
94 559.9285 0.0006690604 -0.0063 0.0022 -0.0022 0.017751 2.989672 3.250032 0.000556 0.1113
95 559.9562 0.0025819425 0.0033 0.0123 0.0051 0.034870 2.755317 2.999330 0.000979 0.1335
96 560.3009 0.0032372756 -0.0153 0.0011 0.0009 0.039033 2.572882 2.884512 0.000805 0.1553
97 561.4660 0.0009128542 0.0076 0.0000 -0.0029 0.020706 2.591116 3.217648 0.000917 0.0941
98 561.7094 0.0009079017 -0.0016 0.0075 0.0027 0.020645 3.065217 3.380367 0.000637 0.1400
99 561.9442 0.0032582219 -0.0130 0.0056 0.0061 0.039102 2.782377 3.025576 0.000702 0.1996
100 562.1103 0.0003150290 0.0013 -0.0045 -0.0010 0.012157 2.255241 3.027280 0.000594 0.1039
101 562.8560 0.0066989854 0.0066 -0.0156 0.0141 0.056022 2.685382 3.302244 0.000773 0.2125
102 563.0442 0.0015916108 0.0007 -0.0090 0.0059 0.027302 2.893938 3.321224 0.000613 0.1242
103 563.3108 0.0031892774 -0.0020 0.0141 -0.0053 0.038639 2.877942 3.072179 0.000449 0.1924
104 563.6803 0.0030810011 -0.0015 -0.0102 -0.0108 0.037965 2.736079 2.971147 0.000464 0.1804
105 564.8422 0.0004463765 0.0013 0.0036 0.0042 0.014436 2.654540 2.832974 0.001121 0.1508
106 565.0211 0.0012767374 0.0052 0.0055 0.0059 0.024410 2.936277 3.238444 0.001033 0.1389
107 565.2072 0.0017630712 -0.0107 -0.0014 0.0034 0.028680 2.874193 3.351411 0.000818 0.0855
108 565.7444 0.0010639159 0.0001 -0.0029 -0.0083 0.022269 3.059835 3.296750 0.000575 0.0798
109 565.9185 0.0015268001 0.0049 -0.0068 0.0063 0.026673 3.198774 3.340401 0.001321 0.2038
110 566.1620 0.0004532622 -0.0057 0.0005 -0.0004 0.014530 2.636475 2.965949 0.000442 0.1841
111 566.5410 0.0013435514 -0.0055 0.0002 -0.0081 0.025007 2.788107 3.421604 0.000537 0.0660
112 566.8759 0.0004564541 -0.0001 0.0026 -0.0051 0.014572 2.834730 3.392285 0.000800 0.0803
113 566.8819 0.0007970736 0.0041 -0.0005 -0.0064 0.019256 2.770134 3.223054 0.000591 0.1392
114 567.2888 0.0008129682 -0.0056 -0.0052 0.0007 0.019440 2.818777 3.637661 0.000394 0.0681
115 567.3837 0.0001743051 0.0027 0.0023 0.0002 0.009001 2.988344 3.568273 0.000568 0.1694
116 567.8089 0.0002922398 0.0014 -0.0000 -0.0044 0.011650 2.819039 3.161470 0.000859 0.0806
117 568.0989 0.0010228048 -0.0067 0.0047 -0.0025 0.021789 3.009137 3.501243 0.001015 0.1381
118 568.4518 0.0007767969 0.0068 0.0027 -0.0015 0.018983 2.944461 3.192934 0.000916 0.1188
119 568.7255 0.0002583583 -0.0028 -0.0019 -0.0026 0.010945 2.994750 3.267781 0.000964 0.1277
120 568.9628 0.0017269817 0.0005 0.0064 -0.0091 0.028291 3.220058 3.409933 0.001231 0.1056
121 569.4610 0.0006411524 -0.0041 -0.0044 -0.0030 0.017231 2.731503 2.947420 0.001160 0.0687
122 570.1201 0.0011477611 -0.0088 -0.0023 -0.0001 0.023041 2.843478 3.156897 0.001626 0.1774
123 570.5038 0.0007922109 0.0068 0.0031 0.0006 0.019136 2.817113 3.103825 0.000922 0.1478
124 570.9087 0.0029471833 0.0047 0.0131 0.0042 0.036895 2.964290 3.112390 0.000989 0.1546
125 571.4104 0.0020349363 0.0109 -0.0046 0.0023 0.030645 2.604312 2.995582 0.001273 0.1314
126 571.4509 0.0024738854 -0.0019 0.0125 -0.0042 0.033787 2.773316 2.899577 0.001863 0.1820
127 571.8856 0.0004386778 -0.0049 0.0009 -0.0025 0.014222 2.560492 3.562334 0.000494 0.0740
128 571.9055 0.0019030587 0.0010 0.0061 0.0099 0.029622 2.806059 3.445464 0.000739 0.1125
129 572.4068 0.0014550531 -0.0091 -0.0028 0.0036 0.025890 2.810741 2.951152 0.001338 0.1324
130 572.8837 0.0002910950 -0.0006 -0.0045 -0.0004 0.011575 2.846616 2.988511 0.000907 0.1426
131 573.4606 0.0014339535 -0.0051 -0.0086 -0.0013 0.025678 2.522936 3.524136 0.001098 0.1223
132 573.7282 0.0003222828 -0.0033 -0.0009 0.0034 0.012171 2.645955 2.859752 0.000873 0.0994
133 574.2138 0.0002384575 -0.0019 0.0035 -0.0010 0.010465 2.921637 3.140289 0.001486 0.1373
134 574.6179 0.0009834144 0.0060 0.0035 0.0047 0.021244 2.693486 2.998989 0.001366 0.0663
135 574.7779 0.0004911570 0.0053 0.0021 0.0015 0.015011 2.824306 3.053742 0.000560 0.1057
136 575.1642 0.0006107773 -0.0018 0.0059 0.0022 0.016734 2.835283 3.077280 0.000982 0.0958
137 575.7264 0.0002762083 0.0017 -0.0039 0.0011 0.011248 2.718306 3.031654 0.000305 0.0609
138 576.0844 0.0017226096 0.0012 -0.0097 -0.0051 0.028080 2.746324 3.230290 0.001014 0.1233
139 576.6996 0.0005052135 0.0036 -0.0013 0.0046 0.015199 2.688741 3.269456 0.000956 0.0717
140 577.1160 0.0005222761 -0.0010 -0.0048 0.0036 0.015448 2.670772 3.066925 0.001553 0.1677
141 577.9673 0.0021700820 -0.0046 0.0094 0.0066 0.031466 2.537604 2.627264 0.000969 0.1462
142 578.3362 0.0002483668 0.0042 0.0002 -0.0001 0.010642 2.707214 3.108749 0.000719 0.0917
143 579.5984 0.0005900068 0.0003 0.0061 0.0019 0.016384 2.863673 3.034858 0.000910 0.0753
144 580.3747 0.0000668109 -0.0014 0.0011 -0.0012 0.005510 2.878483 3.096190 0.000675 0.1428
145 580.6714 0.0019459848 -0.0014 0.0115 0.0018 0.029727 2.768579 2.853211 0.000851 0.1392
146 581.2556 0.0010820109 0.0012 -0.0050 0.0071 0.022156 2.738212 3.115814 0.001340 0.1167
147 581.6455 0.0004495270 -0.0028 -0.0029 -0.0039 0.014276 2.743808 3.300273 0.000901 0.0617
148 581.8412 0.0008498330 0.0038 -0.0066 0.0010 0.019625 2.705547 3.441888 0.000710 0.1083
149 581.9666 0.0046480620 -0.0142 0.0098 0.0054 0.045892 2.064066 2.237432 0.003062 0.1726
150 582.6026 0.0003343740 0.0020 -0.0007 -0.0043 0.012302 2.640498 3.370520 0.000778 0.0798
