State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
22 1036.1893 0.0020262811 -0.0057 -0.0002 -0.0069 0.022708 1.616674 3.067518 0.000123 0.0166
23 1036.5068 0.0008205439 -0.0038 -0.0001 -0.0042 0.014448 1.372593 3.654942 0.000060 0.0084
24 1038.6472 0.0035411200 0.0051 0.0070 0.0080 0.029984 0.833632 0.886709 0.000728 0.0731
25 1038.8180 0.0002715861 -0.0013 -0.0001 -0.0030 0.008303 0.823173 0.865400 0.000078 0.0137
26 1041.3169 0.0000123533 0.0000 -0.0007 -0.0002 0.001769 0.772454 3.303217 0.000021 0.0027
27 1043.8896 0.0000002592 0.0000 -0.0001 -0.0000 0.000256 0.584391 3.309415 0.000004 0.0008
28 1044.0082 0.0000115363 0.0004 0.0004 -0.0004 0.001707 0.789616 3.398266 0.000012 0.0027
29 1044.8509 0.0000236281 -0.0007 -0.0006 0.0004 0.002442 1.124239 3.320926 0.000017 0.0056
30 1045.1568 0.0001029479 0.0020 0.0003 -0.0000 0.005096 1.716136 2.715945 0.000040 0.0130
31 1045.5648 0.0003703276 0.0017 0.0017 -0.0030 0.009664 1.516767 1.707755 0.000026 0.0143
32 1046.1572 0.0000054089 0.0004 -0.0001 0.0002 0.001168 1.537469 3.219807 0.000030 0.0045
33 1046.5578 0.0000873295 0.0005 0.0009 0.0015 0.004691 1.627215 3.363263 0.000067 0.0115
34 1047.6352 0.0002259355 -0.0009 0.0028 0.0003 0.007541 1.547003 1.908215 0.000259 0.0250
35 1049.1400 0.0000817050 0.0007 -0.0016 0.0004 0.004532 1.473954 2.473801 0.000208 0.0330
36 1050.0294 0.0006275972 -0.0035 -0.0009 -0.0034 0.012554 1.789826 2.979526 0.000163 0.0098
37 1050.3929 0.0000236810 0.0001 -0.0006 0.0008 0.002438 1.716641 3.361594 0.000052 0.0067
38 1050.5159 0.0000077751 0.0002 0.0003 0.0005 0.001397 1.706966 3.758234 0.000071 0.0093
39 1051.3040 0.0000786607 0.0016 0.0003 0.0006 0.004442 1.557100 3.576132 0.000042 0.0127
40 1052.0619 0.0014298560 -0.0053 -0.0014 0.0051 0.018931 1.042731 1.058230 0.000078 0.0139
41 1052.6348 0.0003439958 -0.0016 -0.0031 -0.0012 0.009283 1.664085 2.548758 0.000423 0.0576
42 1053.5819 0.0000120387 0.0005 0.0002 -0.0004 0.001736 0.712112 3.318030 0.000012 0.0025
43 1055.9887 0.0015972238 -0.0037 0.0066 -0.0021 0.019971 1.797585 2.283201 0.000527 0.0406
44 1056.5483 0.0000212929 0.0002 0.0008 -0.0004 0.002305 0.885237 3.847274 0.000069 0.0049
45 1058.4863 0.0013287145 0.0066 -0.0026 0.0006 0.018194 1.818932 2.744000 0.000325 0.0323
46 1060.7918 0.0029637110 0.0059 0.0035 -0.0082 0.027143 1.579670 1.722910 0.000058 0.0103
47 1062.1794 0.0004772382 0.0017 0.0014 -0.0036 0.010885 1.772493 3.111485 0.000131 0.0184
48 1066.0263 0.0007309105 -0.0028 -0.0036 -0.0027 0.013446 1.000765 1.073688 0.000356 0.0288
49 1079.1060 0.0000130570 0.0004 -0.0006 0.0001 0.001786 0.678446 3.323203 0.000055 0.0103
50 1080.3193 0.0022855741 0.0038 -0.0081 0.0025 0.023620 1.532925 2.083394 0.000558 0.1015
51 1082.2074 0.0000785809 -0.0006 0.0016 -0.0000 0.004376 1.017637 3.801733 0.000149 0.0229
52 1082.6449 0.0010568456 0.0010 -0.0062 -0.0008 0.016044 1.781737 2.286244 0.000578 0.0946
53 1083.2903 0.0001871435 0.0005 -0.0026 0.0001 0.006749 1.035586 3.283298 0.000156 0.0271
54 1086.4201 0.0000036892 0.0001 -0.0001 -0.0003 0.000946 1.285102 3.060259 0.000100 0.0329
55 1087.1324 0.0000042566 -0.0001 -0.0004 -0.0000 0.001016 1.235458 3.768937 0.000065 0.0171
56 1095.9943 0.0111674492 -0.0120 -0.0049 -0.0158 0.051835 0.776447 0.805006 0.000218 0.0269
57 1105.4014 0.0072617757 0.0130 -0.0008 -0.0100 0.041621 0.592517 0.605341 0.000056 0.0280
58 1108.5650 0.0106811595 -0.0037 0.0194 -0.0019 0.050406 0.814865 0.830333 0.000216 0.0859
59 1115.0644 0.0000072185 0.0001 0.0005 0.0002 0.001307 1.367355 3.447811 0.000012 0.0050
60 1115.2089 0.0000733902 0.0006 -0.0012 -0.0010 0.004166 1.465832 1.622600 0.000032 0.0236
61 1116.2335 0.0000023952 0.0001 -0.0003 -0.0001 0.000752 1.407029 3.904424 0.000004 0.0035
62 1117.1103 0.0000998921 0.0012 -0.0014 -0.0005 0.004856 1.869034 3.233222 0.000015 0.0060
63 1118.2358 0.0000008065 0.0002 0.0000 -0.0000 0.000436 1.264883 3.330068 0.000003 0.0027
64 1120.0897 0.0002575486 0.0014 0.0027 0.0004 0.007787 1.756954 3.047820 0.000054 0.0224
65 1121.3583 0.0001823669 -0.0007 -0.0025 -0.0001 0.006549 1.499041 3.043968 0.000037 0.0211
66 1126.1272 0.0000480022 -0.0001 -0.0013 0.0000 0.003353 1.957061 3.769301 0.000017 0.0067
67 1126.1725 0.0000164134 -0.0001 -0.0008 -0.0000 0.001960 1.815858 3.490226 0.000011 0.0048
68 1126.7946 0.0002711121 0.0009 0.0030 0.0005 0.007965 1.344419 3.018332 0.000038 0.0194
