State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
46 1046.1950 0.0001722457 0.0014 -0.0021 0.0005 0.006589 1.206054 2.841337 0.000045 0.0093
47 1046.2136 0.0000000000 -0.0000 -0.0000 0.0000 0.000000 0.578493 22.410946 0.000000 0.0000
48 1046.6489 0.0000508130 -0.0012 0.0007 -0.0002 0.003578 1.902813 3.068541 0.000117 0.0364
49 1047.0623 0.0000231137 0.0007 -0.0007 -0.0001 0.002413 1.922165 3.728091 0.000078 0.0207
50 1047.8142 0.0003913004 -0.0026 0.0029 0.0000 0.009924 2.169075 3.353306 0.000049 0.0091
51 1048.1702 0.0000000000 -0.0000 0.0000 -0.0000 0.000000 0.683430 22.345902 0.000000 0.0000
52 1048.5030 0.0001511032 -0.0009 0.0023 -0.0002 0.006165 1.959569 3.673228 0.000047 0.0070
53 1049.1417 0.0005516341 0.0011 0.0041 -0.0018 0.011775 1.696279 2.752194 0.000092 0.0220
54 1049.8208 0.0000788054 0.0009 0.0002 0.0015 0.004449 1.817330 2.563175 0.000031 0.0062
55 1049.9043 0.0003565226 -0.0030 0.0010 -0.0020 0.009463 2.047336 2.450434 0.000071 0.0095
56 1050.4950 0.0010319314 0.0053 -0.0033 0.0011 0.016095 2.224732 2.473132 0.000076 0.0113
57 1050.6948 0.0003246358 -0.0027 0.0022 -0.0005 0.009026 2.127944 2.567059 0.000038 0.0063
58 1050.7290 0.0000600252 -0.0013 0.0008 0.0001 0.003881 1.337133 4.082181 0.000044 0.0050
59 1050.8076 0.0000433506 -0.0007 0.0007 0.0008 0.003298 1.805959 2.469827 0.000012 0.0057
60 1050.8350 0.0000000000 0.0000 -0.0000 -0.0000 0.000000 0.640343 22.551698 0.000000 0.0000
61 1051.2500 0.0002545273 0.0019 -0.0023 -0.0009 0.007990 1.953540 3.195207 0.000081 0.0081
62 1051.4314 0.0000461384 -0.0013 0.0001 0.0002 0.003402 2.095876 2.683121 0.000025 0.0050
63 1052.3574 0.0010843045 0.0007 -0.0014 -0.0063 0.016483 1.822852 2.508159 0.000048 0.0060
64 1052.5052 0.0000000000 0.0000 -0.0000 0.0000 0.000000 0.646569 22.481731 0.000000 0.0000
65 1053.8713 0.0008503124 -0.0013 0.0008 0.0055 0.014586 2.814602 3.005047 0.000125 0.0160
66 1054.2826 0.0002223732 0.0010 -0.0001 -0.0027 0.007458 3.093323 3.626920 0.000052 0.0077
67 1054.4990 0.0019636901 0.0011 0.0018 0.0085 0.022160 2.029684 2.257247 0.000036 0.0100
68 1054.6455 0.0003178504 -0.0015 -0.0018 0.0026 0.008915 2.103663 2.694431 0.000123 0.0156
69 1055.5024 0.0004333833 -0.0023 -0.0015 -0.0030 0.010405 1.731068 2.181142 0.000193 0.0239
70 1056.2871 0.0004193178 0.0036 0.0017 -0.0002 0.010231 1.620571 2.540655 0.000129 0.0175
71 1056.9528 0.0000000000 0.0000 0.0000 0.0000 0.000000 0.714923 22.629681 0.000000 0.0000
72 1059.5626 0.0000021471 0.0002 -0.0002 0.0001 0.000731 0.602345 4.241078 0.000004 0.0007
73 1060.2804 0.0000000000 -0.0000 0.0000 0.0000 0.000000 0.573124 22.545254 0.000000 0.0000
74 1060.3095 0.0000015238 -0.0000 0.0002 -0.0002 0.000616 0.803351 4.144432 0.000012 0.0027
75 1061.3166 0.0000301793 -0.0000 -0.0003 0.0010 0.002738 0.751932 2.855586 0.000040 0.0034
76 1066.3595 0.0002094941 0.0025 -0.0013 -0.0004 0.007198 1.105620 1.187300 0.000460 0.0584
77 1075.1340 0.0000220123 -0.0001 0.0009 0.0002 0.002324 0.712358 2.910707 0.000023 0.0038
78 1080.0913 0.0005601545 0.0031 -0.0031 -0.0015 0.011694 2.344906 2.978500 0.000122 0.0207
79 1080.6086 0.0001204034 -0.0019 0.0009 -0.0001 0.005420 2.318424 2.951517 0.000052 0.0063
80 1081.1317 0.0003243525 -0.0012 -0.0033 -0.0000 0.008895 1.050423 2.906223 0.000083 0.0141
81 1081.5450 0.0000151577 -0.0004 0.0003 0.0006 0.001922 0.762425 2.962567 0.000067 0.0102
82 1082.3829 0.0000000000 -0.0000 -0.0000 0.0000 0.000000 0.609453 22.474075 0.000000 0.0000
83 1082.8615 0.0000731756 0.0003 -0.0013 -0.0010 0.004221 0.731406 2.973192 0.000076 0.0109
84 1083.5632 0.0012267827 0.0063 -0.0017 -0.0019 0.017279 1.983169 2.366547 0.000463 0.0927
85 1084.1290 0.0006868994 -0.0046 0.0022 0.0003 0.012926 1.891746 2.729051 0.000243 0.0562
86 1085.4501 0.0024889963 0.0084 -0.0045 -0.0018 0.024590 1.631461 2.101287 0.000513 0.0873
87 1085.7474 0.0000319800 0.0002 0.0011 0.0002 0.002787 0.836021 4.149397 0.000058 0.0075
88 1088.2295 0.0133574818 0.0006 0.0224 0.0010 0.056893 0.823091 0.851042 0.000261 0.0441
89 1091.7648 0.0000000000 0.0000 -0.0000 -0.0000 0.000000 0.609984 22.536519 0.000000 0.0000
90 1092.5034 0.0000020056 -0.0002 0.0002 0.0000 0.000696 0.665079 4.200077 0.000006 0.0012
91 1113.3583 0.0000000000 0.0000 0.0000 -0.0000 0.000000 0.518406 22.455540 0.000000 0.0000
92 1113.7557 0.0000320365 0.0011 0.0000 -0.0001 0.002754 0.795267 4.145656 0.000004 0.0036
93 1115.3012 0.0000000000 -0.0000 0.0000 -0.0000 0.000000 0.636406 22.471684 0.000000 0.0000
94 1115.4020 0.0001644453 -0.0003 -0.0008 0.0023 0.006235 1.423262 2.870612 0.000011 0.0071
95 1115.5927 0.0002398145 0.0013 0.0010 -0.0025 0.007529 1.946099 2.872595 0.000025 0.0073
96 1116.0865 0.0001375217 -0.0019 0.0007 0.0010 0.005700 1.523476 2.885927 0.000015 0.0046
97 1116.5437 0.0000382651 0.0011 0.0005 0.0003 0.003006 1.762957 3.095894 0.000010 0.0057
98 1117.3771 0.0000251211 -0.0005 0.0003 0.0008 0.002435 2.092444 3.935228 0.000007 0.0041
