State  Frequency(eV)  OscillatorStrength  TransitionMoment_x  y  z  Trans.Dipole.Mom.(D) e-size(A)  RMS_e-h(A)  QTa  LOCa
51 539.6028 0.0022836480 -0.0026 0.0095 -0.0087 0.033406 3.002002 3.401609 0.001325 0.1498
52 539.8534 0.0002959197 -0.0016 0.0030 -0.0033 0.012023 2.994362 3.397523 0.001196 0.1126
53 540.3228 0.0015129323 -0.0094 0.0041 -0.0031 0.027173 2.871359 3.261106 0.001428 0.2012
54 540.9300 0.0005949394 -0.0017 -0.0012 -0.0064 0.017030 2.734287 3.746393 0.000785 0.0796
55 541.1637 0.0027452031 0.0104 0.0094 0.0033 0.036574 3.007996 3.321462 0.001253 0.1436
56 541.2415 0.0030069867 0.0028 -0.0120 -0.0087 0.038276 2.731710 3.028821 0.001865 0.2078
57 541.7718 0.0035930183 0.0039 -0.0145 -0.0068 0.041819 2.820920 3.221269 0.001471 0.1261
58 542.4529 0.0001051082 -0.0021 -0.0008 -0.0017 0.007148 2.787756 3.341298 0.001369 0.1289
59 542.6685 0.0012399678 0.0066 0.0022 -0.0067 0.024547 2.961660 3.244807 0.000758 0.1145
60 543.0102 0.0042999025 0.0092 0.0117 0.0101 0.045696 2.760262 3.231673 0.000591 0.1284
61 543.2350 0.0010965589 0.0017 0.0086 0.0025 0.023071 2.610154 3.724161 0.000231 0.0787
62 543.6376 0.0027340883 -0.0076 -0.0071 -0.0098 0.036417 2.801116 3.504038 0.000931 0.1055
63 544.5802 0.0000811315 0.0004 0.0004 0.0024 0.006268 2.755603 3.213979 0.000931 0.0562
64 545.5241 0.0042801769 0.0089 0.0147 0.0050 0.045486 2.363971 3.038235 0.002360 0.1418
65 546.1656 0.0015021588 0.0093 0.0032 -0.0041 0.026931 2.581299 2.733352 0.000638 0.0898
66 546.6031 0.0004755494 -0.0055 -0.0009 0.0022 0.015147 2.799969 3.547205 0.000408 0.0594
67 546.8392 0.0054809821 0.0046 -0.0151 -0.0126 0.051411 2.699495 3.289673 0.001192 0.0888
68 547.3023 0.0026035391 0.0040 -0.0117 0.0064 0.035418 2.486073 2.648000 0.000332 0.1049
69 547.7559 0.0037116369 0.0130 -0.0102 0.0016 0.042271 2.545856 3.213084 0.002289 0.1477
70 548.0565 0.0014541628 -0.0077 0.0044 -0.0054 0.026451 2.781775 3.546943 0.000698 0.0818
71 548.3962 0.0039007285 -0.0141 0.0085 0.0044 0.043309 2.633899 3.284265 0.001097 0.1051
72 548.5925 0.0016101263 0.0104 0.0026 -0.0023 0.027820 3.022716 3.543324 0.000733 0.0834
73 548.7895 0.0007649293 0.0065 -0.0010 0.0037 0.019172 2.680705 4.006742 0.000891 0.0454
74 549.3420 0.0021485190 -0.0117 -0.0044 -0.0019 0.032115 2.918714 3.596111 0.001626 0.0951
75 549.4714 0.0053739285 -0.0035 0.0013 -0.0196 0.050784 3.023223 3.549276 0.001517 0.1069
76 549.7887 0.0098835111 0.0131 0.0152 0.0182 0.068851 2.669033 3.143008 0.000565 0.1090
77 550.4446 0.0106856814 -0.0039 -0.0104 0.0259 0.071548 2.823699 3.103229 0.000574 0.1479
78 551.2067 0.0125400013 0.0290 0.0046 -0.0080 0.077454 2.533484 2.956092 0.000661 0.1466
79 551.7649 0.0056094288 -0.0072 -0.0091 0.0167 0.051777 2.678207 3.112943 0.001953 0.1004
80 552.4332 0.0013081568 0.0038 -0.0023 0.0088 0.024989 2.636933 3.852192 0.000560 0.0642
81 552.4558 0.0094958662 -0.0154 0.0212 0.0040 0.067324 2.704863 3.093520 0.001616 0.1743
82 552.9260 0.0000427713 -0.0004 -0.0002 -0.0017 0.004516 2.550165 4.002149 0.000250 0.0620
83 553.4065 0.0007785731 0.0028 -0.0069 -0.0013 0.019261 2.689479 3.881123 0.000785 0.0616
84 554.5491 0.0098979944 0.0153 0.0125 -0.0184 0.068605 2.672028 3.098787 0.000444 0.1135
85 555.1076 0.0006463172 -0.0046 0.0049 0.0017 0.017522 2.416144 3.069914 0.000406 0.0634
86 555.5988 0.0009605347 0.0046 -0.0048 0.0051 0.021352 2.454382 3.524817 0.000756 0.0489
87 556.1934 0.0033830682 0.0155 -0.0001 -0.0029 0.040049 2.697931 3.312078 0.000532 0.0967
88 556.8665 0.0027381998 -0.0095 -0.0041 0.0097 0.036009 2.580930 3.442570 0.000817 0.1313
89 557.1028 0.0021689073 0.0111 -0.0035 -0.0048 0.032041 2.738316 3.029441 0.000820 0.1728
90 557.9807 0.0002753391 0.0016 0.0034 0.0025 0.011407 2.588002 3.250508 0.001068 0.1068
91 558.3639 0.0029463479 0.0041 -0.0140 0.0017 0.037302 2.581932 2.834137 0.001923 0.2261
92 558.9300 0.0016350680 -0.0035 0.0041 0.0095 0.027774 2.652009 3.408591 0.000588 0.0941
93 559.2909 0.0007773894 0.0048 0.0055 0.0018 0.019145 2.705974 3.313143 0.000768 0.0890
94 559.6135 0.0004419138 0.0019 -0.0035 -0.0040 0.014430 2.696559 2.909851 0.000657 0.1023
95 560.1102 0.0012161015 -0.0032 -0.0010 0.0088 0.023928 2.379357 3.476692 0.000847 0.0528
96 560.3541 0.0024624466 0.0079 -0.0100 -0.0042 0.034041 2.816765 3.201606 0.001264 0.1567
97 560.9248 0.0005380035 -0.0006 -0.0061 -0.0014 0.015904 2.584191 3.081840 0.001007 0.1184
98 561.5872 0.0005886435 -0.0059 -0.0017 -0.0023 0.016625 2.508476 3.111752 0.001570 0.1040
99 561.9516 0.0021195147 0.0096 -0.0075 0.0023 0.031537 2.569666 2.808543 0.001495 0.2055
100 562.1419 0.0027040521 -0.0015 0.0137 0.0028 0.035615 2.657584 3.187339 0.000884 0.0916
101 562.4084 0.0027411050 -0.0099 -0.0093 -0.0039 0.035850 2.650235 3.468450 0.001087 0.1195
102 562.5274 0.0018569510 0.0062 -0.0094 0.0026 0.029504 2.695307 3.134707 0.000451 0.2059
103 562.8921 0.0022952851 0.0035 0.0124 0.0009 0.032791 2.743287 3.504921 0.001330 0.1074
104 563.0824 0.0002180413 0.0007 0.0024 -0.0031 0.010105 2.463673 3.294294 0.000398 0.0770
105 563.7929 0.0035714529 -0.0042 0.0074 -0.0136 0.040871 2.526822 3.190153 0.001304 0.2015
106 564.6682 0.0003692253 0.0039 0.0014 0.0030 0.013131 2.644707 3.400304 0.000870 0.1061
107 565.0666 0.0010534126 -0.0012 0.0086 0.0007 0.022172 2.808519 3.208522 0.000698 0.1499
108 565.2769 0.0018036205 0.0103 -0.0011 -0.0047 0.029006 2.776924 3.058415 0.000512 0.1655
109 565.6197 0.0001098697 -0.0020 0.0011 -0.0016 0.007157 2.700333 3.393974 0.000786 0.0530
110 565.8416 0.0004518975 -0.0039 0.0019 0.0037 0.014512 2.596341 3.436272 0.000488 0.0821
111 566.1421 0.0008200567 0.0024 -0.0024 0.0069 0.019544 2.754212 3.333691 0.000657 0.1412
112 566.5615 0.0020322208 0.0011 0.0028 -0.0117 0.030755 2.684646 3.076516 0.000507 0.1751
113 566.7501 0.0025363202 0.0046 0.0044 0.0119 0.034353 2.576830 2.815820 0.002112 0.2295
114 566.9786 0.0022448719 -0.0088 -0.0040 -0.0082 0.032312 2.693696 3.082513 0.001391 0.1632
115 567.6063 0.0006501109 -0.0035 -0.0021 -0.0055 0.017379 2.585802 3.388495 0.001326 0.1356
116 567.9274 0.0004352045 0.0055 -0.0003 0.0009 0.014215 2.774299 3.250709 0.001528 0.1620
117 568.0770 0.0009469647 0.0033 0.0074 0.0017 0.020966 2.689620 3.114211 0.000641 0.1262
118 568.3897 0.0003123797 -0.0004 -0.0037 -0.0029 0.012038 2.796658 3.342554 0.000860 0.1189
119 568.7002 0.0015929336 -0.0023 -0.0031 -0.0100 0.027178 2.461285 3.280595 0.001144 0.1061
120 569.0657 0.0001988524 -0.0006 -0.0035 -0.0012 0.009599 2.705345 3.154508 0.000425 0.0634
121 569.6372 0.0004403389 -0.0021 0.0047 -0.0022 0.014277 2.677833 3.140536 0.000853 0.1326
122 569.8669 0.0015600711 0.0066 -0.0065 0.0050 0.026868 2.658919 3.141247 0.000500 0.1413
123 570.0974 0.0004355497 0.0023 -0.0050 -0.0012 0.014194 2.617802 3.150953 0.001493 0.0976
124 570.5512 0.0001494394 -0.0001 0.0016 -0.0029 0.008311 2.728557 3.207067 0.000839 0.1678
125 570.7664 0.0002374436 0.0005 0.0036 -0.0019 0.010474 2.700889 3.072501 0.002055 0.1894
126 571.3292 0.0008265894 0.0010 0.0076 0.0008 0.019532 2.650994 2.882162 0.002150 0.2739
127 571.8339 0.0006822680 -0.0049 0.0028 -0.0041 0.017738 2.479015 3.234963 0.001978 0.1412
128 572.1351 0.0006662554 0.0062 0.0010 -0.0027 0.017524 2.613106 3.347205 0.000649 0.0816
129 572.5430 0.0014952195 0.0037 -0.0070 0.0066 0.026242 2.676721 3.339827 0.000827 0.0984
130 572.8736 0.0040206995 0.0088 -0.0063 0.0130 0.043020 2.564246 3.150380 0.002119 0.1438
131 573.2433 0.0000405491 -0.0008 0.0006 0.0013 0.004319 2.383235 3.055351 0.001225 0.1688
132 574.1463 0.0017649909 0.0083 0.0002 0.0076 0.028472 2.558941 3.383460 0.001070 0.1619
133 574.1975 0.0012668521 0.0042 0.0085 -0.0007 0.024120 2.690414 3.217533 0.001082 0.0863
134 574.3396 0.0007526023 -0.0043 0.0058 -0.0011 0.018589 2.653904 3.273305 0.000662 0.0660
135 574.6703 0.0000928925 0.0008 -0.0016 -0.0019 0.006529 2.236099 3.075377 0.000511 0.1039
136 574.9655 0.0009416317 -0.0002 -0.0080 -0.0016 0.020781 2.586393 3.236701 0.000422 0.1047
137 575.3878 0.0000912419 -0.0013 0.0007 -0.0021 0.006467 2.349213 3.623675 0.000610 0.1011
138 576.0677 0.0006289486 0.0047 0.0044 -0.0017 0.016968 2.480860 3.304738 0.001073 0.0752
139 576.7542 0.0009029286 -0.0025 0.0040 -0.0065 0.020318 2.408754 3.099771 0.002071 0.1363
140 578.0306 0.0024628097 -0.0060 -0.0073 0.0092 0.033519 2.393287 2.884074 0.000233 0.0909
141 578.2687 0.0002220671 0.0039 0.0006 0.0003 0.010063 2.578508 2.804248 0.000864 0.1267
142 578.4443 0.0020066500 -0.0105 0.0034 0.0044 0.030245 2.505198 2.945580 0.000563 0.1187
143 579.4986 0.0005333451 0.0024 0.0054 -0.0018 0.015579 2.421573 3.267581 0.001779 0.1427
144 580.0449 0.0005602577 -0.0039 0.0013 0.0048 0.015959 2.304706 3.210216 0.000749 0.1153
145 580.6540 0.0022865089 0.0090 -0.0057 0.0069 0.032224 2.564784 2.994311 0.001265 0.1219
146 581.0391 0.0007605018 -0.0048 -0.0054 0.0013 0.018578 2.715073 3.132103 0.000449 0.0719
147 581.8225 0.0000396419 -0.0014 -0.0004 0.0009 0.004239 2.349258 3.322294 0.000482 0.0724
148 582.4004 0.0001115800 -0.0022 -0.0009 -0.0015 0.007108 2.632258 3.161980 0.000407 0.0760
149 583.0070 0.0012109350 0.0020 0.0074 0.0051 0.023403 2.413731 2.766056 0.003250 0.1714
150 583.2624 0.0017028245 0.0035 0.0103 0.0007 0.027746 2.682819 3.175859 0.001415 0.0711
